Activity UUID_Product UUID;Activity Name;Geography;Reference Product Name
d3e3f5d1-689b-56c1-adee-7f3f1ee6e7c8_759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market group for electricity, medium voltage;CA;electricity, medium voltage
3f5e5da4-dd29-5d57-81db-306a02ee054d_759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market group for electricity, medium voltage;CN;electricity, medium voltage
cbb2bbf7-3278-5951-bbd9-45ac3997d17f_759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market group for electricity, medium voltage;CN-SGCC;electricity, medium voltage
e19cbdc6-85c7-52c2-b4f5-dec810224194_759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market group for electricity, medium voltage;Canada without Quebec;electricity, medium voltage
7b34ad45-2712-5f04-a283-46e176049c0c_759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market group for electricity, medium voltage;ENTSO-E;electricity, medium voltage
624c78b9-e080-5f63-b739-646f5ec15ef1_759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market group for electricity, medium voltage;Europe without Switzerland;electricity, medium voltage
9c8ec39e-10db-5c7a-a4a9-a24e2b14dec3_759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market group for electricity, medium voltage;GLO;electricity, medium voltage
a687dad2-522d-5ef7-8491-b2d5abd3e79c_759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market group for electricity, medium voltage;IN;electricity, medium voltage
dc105c92-ee92-5455-85f2-f90fe5e45b0d_759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market group for electricity, medium voltage;RAF;electricity, medium voltage
c7834a0e-bf0c-5d84-9519-c011bbde09f3_759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market group for electricity, medium voltage;RAS;electricity, medium voltage
c2d763fd-caf8-5761-ad1a-f5ad6406468d_759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market group for electricity, medium voltage;RER;electricity, medium voltage
dc97d168-b9bf-53bc-a812-7f169acc47c3_759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market group for electricity, medium voltage;RLA;electricity, medium voltage
1f79ca7b-5b12-59ec-8f5e-11e6be1fe4fe_759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market group for electricity, medium voltage;RME;electricity, medium voltage
fdeb9031-d87d-53aa-9eb7-29ba9a491393_759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market group for electricity, medium voltage;RNA;electricity, medium voltage
356e3e3c-7ee4-56ae-b2b0-48f2a920a0cc_759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market group for electricity, medium voltage;UCTE;electricity, medium voltage
81b72d23-73e8-5d57-9dba-a78319cc08e0_759b89bd-3aa6-42ad-b767-5bb9ef5d331d;market group for electricity, medium voltage;US;electricity, medium voltage
3e22ac73-1180-58a1-9bd4-41f6b884eb7d_cf539ec8-6301-40d6-8a44-1c84f861fa90;market group for heat, central or small-scale, biomethane;GLO;heat, central or small-scale, biomethane
12e2a142-ef82-53b2-a428-c043dece80e5_cf539ec8-6301-40d6-8a44-1c84f861fa90;market group for heat, central or small-scale, biomethane;RER;heat, central or small-scale, biomethane
6ed154d7-954d-5e2f-9a51-e5014f3cead3_b3c58f5d-5815-487c-8b9c-4366e00d22dc;market group for heat, central or small-scale, natural gas;GLO;heat, central or small-scale, natural gas
a2547dda-1926-5fcf-ba03-7f4676a3282b_b3c58f5d-5815-487c-8b9c-4366e00d22dc;market group for heat, central or small-scale, natural gas;RER;heat, central or small-scale, natural gas
2dac2d35-83b5-5c6b-8bb6-eb925b9b661c_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b;market group for heat, central or small-scale, other than natural gas;GLO;heat, central or small-scale, other than natural gas
2e5c3e77-7742-5d90-bbd0-1ed81d53acb9_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b;market group for heat, central or small-scale, other than natural gas;RER;heat, central or small-scale, other than natural gas
59cdb5e1-d353-5aa9-b268-24fce90608e6_1125e767-7b5d-442e-81d6-9b0d3e1919ac;market group for heat, district or industrial, natural gas;GLO;heat, district or industrial, natural gas
8a15c30f-9064-5553-9353-fe70fd25d032_1125e767-7b5d-442e-81d6-9b0d3e1919ac;market group for heat, district or industrial, natural gas;RER;heat, district or industrial, natural gas
406478c3-47d0-5592-a757-c0136e7e8b49_71e2f1db-a2c5-44d0-8337-dfff15be974d;market group for heat, district or industrial, other than natural gas;GLO;heat, district or industrial, other than natural gas
355a263a-a796-5846-a995-a50d3b89f1ee_71e2f1db-a2c5-44d0-8337-dfff15be974d;market group for heat, district or industrial, other than natural gas;RER;heat, district or industrial, other than natural gas
d65ad0ef-53fe-5ab4-8e4f-2d6cc43f0e20_2966d161-5281-47d6-86d3-efbb0a4b2110;market group for heavy fuel oil;RER;heavy fuel oil
0c9aa5bc-80f3-54cb-a8bf-3d9ae51d7c57_f5707bdf-f7e2-479b-b3ea-99c04de8a927;market group for inorganic nitrogen fertiliser, as N;RER;inorganic nitrogen fertiliser, as N
fcb4d175-eb7c-5dd0-9a1e-84db6f6c13c2_5321a299-0c03-4bfc-9dda-d020456f6b2e;market group for inorganic phosphorus fertiliser, as P2O5;RER;inorganic phosphorus fertiliser, as P2O5
f1883c45-6b1a-5799-9094-38089ecfc9fd_7c4dafff-fe18-45c0-92e4-857950032abb;market group for inorganic potassium fertiliser, as K2O;RER;inorganic potassium fertiliser, as K2O
31e809f2-2936-5323-95f0-a14ab031ba18_3f5f5aef-3833-43d4-8b81-44123105afd7;market group for irrigation;GLO;irrigation
f9045ae4-8d58-5d13-9754-f77d68bf9c35_1d32b849-121f-4d23-853c-fa2bf55c42e9;market group for land use change, annual crop;BR;land use change, annual crop
f314c4e1-9ba5-503a-9b13-a6d1bafd3a89_1d32b849-121f-4d23-853c-fa2bf55c42e9;market group for land use change, annual crop;RER;land use change, annual crop
806cf17c-b28f-5bcb-b3e4-27fbdba25712_75edc073-be76-5bc1-82a1-7be1ce500aaa;market group for land use change, forest, intensive;BR;land use change, forest, intensive
5a8ea37a-4b1d-585b-b43e-9fe860db30b3_85086b85-ef0a-55c6-be1f-66e45e7aeaaa;market group for land use change, pasture, man made;BR;land use change, pasture, man made
5fb7f88e-f6db-565d-9eb9-9ea35815381e_f372d4c2-7310-4fb9-8bb6-bee214fd08d1;market group for land use change, perennial crop;BR;land use change, perennial crop
f4d1685c-f804-5471-b955-05afada37184_b89dadb0-75e9-44fd-8d41-1ec8dcce23b6;market group for light fuel oil;RER;light fuel oil
c03c6459-ebeb-52b9-9400-ba5045019f96_9d447e1a-a41a-43ac-b374-d0fc6dcb61df;market group for liquefied petroleum gas;GLO;liquefied petroleum gas
c99e29f4-f6c6-5583-baa7-0989cbaeaeae_dadc7057-9041-4fae-893c-20aba9725f29;market group for maize grain;AU;maize grain
997081ab-21dd-5693-b04e-d34f347fa074_dadc7057-9041-4fae-893c-20aba9725f29;market group for maize grain;US;maize grain
5b404a41-b023-572d-be23-f19158c62bc7_27da8130-82ba-485c-a800-b89efdcb0491;market group for municipal solid waste;Europe without Switzerland;municipal solid waste
5ebe6704-043d-559f-9297-0fea687e6c7f_27da8130-82ba-485c-a800-b89efdcb0491;market group for municipal solid waste;RER;municipal solid waste
a8b1251d-4e08-5125-bbe1-b59965fe51e5_a9007f10-7e39-4d50-8f4a-d6d03ce3d673;market group for natural gas, high pressure;Europe without Switzerland;natural gas, high pressure
64adc12c-e2c1-53be-b3e4-ee3ee8582d62_a9007f10-7e39-4d50-8f4a-d6d03ce3d673;market group for natural gas, high pressure;GLO;natural gas, high pressure
147b03d1-9874-5a7f-a4fe-cded08f95374_155158d0-d566-487e-bfae-fff465d5dc52;market group for potato;US;potato
4aba36fe-7e2c-50f3-89cc-cc80ebea5057_cb09bcae-b469-4f41-84a6-cdd1e958e027;market group for rape seed;AU;rape seed
b454770a-0a72-5786-9bbd-1241f08ac3e6_deb4f70c-bf2a-4cd3-bc3b-c71af8820da3;market group for soybean;US;soybean
e5d90654-e21d-5923-86db-2cd7d3ff81d1_d86548c8-a433-44a0-91ba-073c2227b627;market group for sweet corn;US;sweet corn
c0e5d79b-8792-59ac-8198-47d25ce19356_c5adb1fb-872e-4446-a3bb-c4b61aa4bd45;market group for tap water;GLO;tap water
4a142861-8297-597b-adfb-6396032f3a91_c5adb1fb-872e-4446-a3bb-c4b61aa4bd45;market group for tap water;RER;tap water
7f994c03-7139-534f-a7a2-6811d6947786_0ace02fa-eca5-482d-a829-c18e46a52db4;market group for transport, freight train;GLO;transport, freight train
3a6c3dff-4a80-55f1-8042-43ea1982b685_0ace02fa-eca5-482d-a829-c18e46a52db4;market group for transport, freight train;RER;transport, freight train
e016adf6-a846-5896-a596-8d9c89baf102_068bf76a-bfaa-435c-85ed-3d2bb2c4bb4f;market group for transport, freight, inland waterways, barge;GLO;transport, freight, inland waterways, barge
f57ab7ba-9ef2-5cc0-bf6b-dae852f1be79_57143a43-20ab-44a5-a4a2-26effbdfafd1;market group for transport, freight, inland waterways, barge tanker;GLO;transport, freight, inland waterways, barge tanker
bd4121ba-a58b-59ad-aafe-be768b202c1c_090f56b8-6a83-48c1-ae26-234d04771e53;market group for transport, freight, light commercial vehicle;GLO;transport, freight, light commercial vehicle
e224234b-d30e-5e2b-8631-efea461ccd32_090f56b8-6a83-48c1-ae26-234d04771e53;market group for transport, freight, light commercial vehicle;RER;transport, freight, light commercial vehicle
c3450723-7854-53d2-b395-452246a4b725_2341598f-166d-4f0c-97d2-0077a191b11f;market group for transport, freight, lorry 28 metric ton, fatty acid methyl ester 100%;GLO;transport, freight, lorry 28 metric ton, fatty acid methyl ester 100%
f91e9409-1cd4-52cf-8224-fb71b14df10d_cfbce515-3f54-4411-ad9d-3d26b7faa15a;market group for transport, freight, lorry, unspecified;GLO;transport, freight, lorry, unspecified
af151b76-16f0-5d70-b99b-9a40ae583175_dae141a8-7daa-4f03-a649-b85b718ac65b;market group for waste glass;Europe without Switzerland;waste glass
4e123686-5338-54ee-962e-2736211ecda8_dae141a8-7daa-4f03-a649-b85b718ac65b;market group for waste glass;RER;waste glass
20a5a0ed-082d-5a8f-acba-df5ce266e6d7_d51e5a32-c20a-4da6-8d58-31f344b50c00;market group for waste graphical paper;Europe without Switzerland;waste graphical paper
19ae9089-48ca-5504-8655-1fba2b180245_d51e5a32-c20a-4da6-8d58-31f344b50c00;market group for waste graphical paper;RER;waste graphical paper
67344e33-8bde-5f79-bbb3-f75777fac6e6_8d7c013a-5aca-44d7-8fc4-193844d2953a;market group for waste packaging paper;Europe without Switzerland;waste packaging paper
4cbf48e2-8ac2-532a-bdfe-3b4c3cf70043_8d7c013a-5aca-44d7-8fc4-193844d2953a;market group for waste packaging paper;RER;waste packaging paper
fe6d05cf-ede8-550e-a6e2-fdfe97a5332e_42baed81-24d1-4aed-a120-cc7d35ddac10;market group for waste paperboard;Europe without Switzerland;waste paperboard
99dacc89-3109-56c3-8663-9987ee90feff_42baed81-24d1-4aed-a120-cc7d35ddac10;market group for waste paperboard;RER;waste paperboard
3231b4a4-18a8-546d-b6be-5b0af630c51e_88afd721-07ec-4910-a004-fa3fecb6bf70;market group for waste plastic, mixture;Europe without Switzerland;waste plastic, mixture
7dd604d9-0485-5510-8f1c-02c6ea83f440_88afd721-07ec-4910-a004-fa3fecb6bf70;market group for waste plastic, mixture;RER;waste plastic, mixture
06f36a89-6f9c-52c1-b2d3-2a48b9a87ba8_7ee0ddc3-924d-4339-b9bf-7856af6a698f;market group for waste polyethylene;Europe without Switzerland;waste polyethylene
340a34af-4e4c-5489-9c2a-42e514f039c6_7ee0ddc3-924d-4339-b9bf-7856af6a698f;market group for waste polyethylene;RER;waste polyethylene
82d0f726-259f-5ddb-8e1f-90885ab8984d_dcb70fd5-e305-4920-b68b-40697cc6a206;market group for waste polyethylene terephthalate;Europe without Switzerland;waste polyethylene terephthalate
9152fc1a-5428-52bb-af51-28fba4c1d237_dcb70fd5-e305-4920-b68b-40697cc6a206;market group for waste polyethylene terephthalate;RER;waste polyethylene terephthalate
87762fe0-1047-567d-ad78-12ff3263facb_00478901-732f-4bf4-81cc-2255f9874512;market group for waste polypropylene;Europe without Switzerland;waste polypropylene
83fb320d-91d1-548c-97b4-80ddfd4b0b36_00478901-732f-4bf4-81cc-2255f9874512;market group for waste polypropylene;RER;waste polypropylene
0c072488-8ca8-53c4-a584-392bb3746abc_b0176c67-5bc0-462a-8466-4f372f446f7c;market group for waste polystyrene;Europe without Switzerland;waste polystyrene
eb5440ae-7806-5b5d-9af7-d9ef4133b4ea_b0176c67-5bc0-462a-8466-4f372f446f7c;market group for waste polystyrene;RER;waste polystyrene
dc9b455e-f09c-5a54-8e4c-9b4a876be7c6_9cdb112b-0d90-4d76-9cec-412b0c67d8bb;market group for waste polyurethane;Europe without Switzerland;waste polyurethane
140fe0aa-a828-5ff0-a261-adebe592f962_9cdb112b-0d90-4d76-9cec-412b0c67d8bb;market group for waste polyurethane;RER;waste polyurethane
ed9748f6-820b-5c03-a619-ecb6458fb3c4_9219c94a-7a25-4a4c-b25d-c096fdd50d47;market group for waste polyvinylchloride;Europe without Switzerland;waste polyvinylchloride
dddb2860-bdd7-573e-8845-f557f51edda0_9219c94a-7a25-4a4c-b25d-c096fdd50d47;market group for waste polyvinylchloride;RER;waste polyvinylchloride
42948227-160c-5762-b8b3-7a13590caee2_6f2eb438-cde2-4d07-a770-d023a988a9c4;market group for waste wood, untreated;Europe without Switzerland;waste wood, untreated
cb5882a2-5c4a-5c56-9258-080e5dc1e7ee_6f2eb438-cde2-4d07-a770-d023a988a9c4;market group for waste wood, untreated;RER;waste wood, untreated
d7deac8b-c4e4-5da1-9062-82173122a142_0201ee86-f71b-4457-8fe8-79f3ed720b07;market group for wheat grain;AU;wheat grain
355ef033-6fc3-5482-92e3-c4a0cf279b93_f2c644de-0c8d-4194-83fb-02e1e83d04ab;mastic asphalt production;CH;mastic asphalt
f1903613-a45c-53ac-8530-0a91445560a5_f2c644de-0c8d-4194-83fb-02e1e83d04ab;mastic asphalt production;RoW;mastic asphalt
e95780af-a8c7-51e0-8076-a678a576f431_0600b4a8-f284-47d9-87d8-3a18c3f3da1b;mattress production, pocket spring;GLO;mattress
985f04a4-7808-5939-95dd-c2bcf6e2e0ab_0600b4a8-f284-47d9-87d8-3a18c3f3da1b;mattress production, polyurethane foam;GLO;mattress
7222883f-edb3-52c4-93aa-a4cb263128bd_7cb72345-4338-4f2d-830f-65bba3530fdb;meat and bone meal to generic market for protein feed;CH;energy feed, gross
7222883f-edb3-52c4-93aa-a4cb263128bd_8b2dfb58-660d-44eb-b83f-5d9e28e467db;meat and bone meal to generic market for protein feed;CH;protein feed, 100% crude
a999b69b-6d95-5681-9d9e-dd3d0421b5c4_7cb72345-4338-4f2d-830f-65bba3530fdb;meat and bone meal to generic market for protein feed;RoW;energy feed, gross
a999b69b-6d95-5681-9d9e-dd3d0421b5c4_8b2dfb58-660d-44eb-b83f-5d9e28e467db;meat and bone meal to generic market for protein feed;RoW;protein feed, 100% crude
1f50ee91-2255-583a-be18-fbfa36c009c7_5b8f9aa6-d6f1-4db4-9831-77a3eac665c2;mechanical treatment facility construction, waste electric and electronic equipment;GLO;mechanical treatment facility, waste electric and electronic equipment
85e93b42-8ffc-5dd9-86a4-0dcfca287e27_1725bc7a-ae6b-4584-bd36-7dfbf52a0b3b;mecoprop production;RoW;mecoprop
a3dc2662-a8b4-5cff-862a-ffe721b3e59a_1725bc7a-ae6b-4584-bd36-7dfbf52a0b3b;mecoprop production;RER;mecoprop
c614b395-fc00-531b-85f9-c32e95d99ee8_84ba8ece-ce7e-4578-aa57-902aef866ea5;medium density fibreboard production, uncoated;RoW;medium density fibreboard
c614b395-fc00-531b-85f9-c32e95d99ee8_019600be-f3ce-4399-9e31-19cdc087ed5f;medium density fibreboard production, uncoated;RoW;residual wood, dry
12addac8-46f4-579c-b55f-fcdbd5138c4c_84ba8ece-ce7e-4578-aa57-902aef866ea5;medium density fibreboard production, uncoated;RER;medium density fibreboard
12addac8-46f4-579c-b55f-fcdbd5138c4c_019600be-f3ce-4399-9e31-19cdc087ed5f;medium density fibreboard production, uncoated;RER;residual wood, dry
c1bc6749-e798-5d63-b420-e39950f88880_10d65b66-177a-4c93-a984-ef986f6a8fe4;melamine formaldehyde resin production;RoW;melamine formaldehyde resin
c0110dcb-9867-5c91-92c3-f7b2059ca180_10d65b66-177a-4c93-a984-ef986f6a8fe4;melamine formaldehyde resin production;RER;melamine formaldehyde resin
f6992f71-2e51-5a72-8518-3041fe39bbce_1f8dc77c-ae32-4ccc-8bb8-052288a46f9a;melamine impregnated paper production;RoW;paper, melamine impregnated
5202dc6d-64b1-5d04-bbbd-99478f049bd2_1f8dc77c-ae32-4ccc-8bb8-052288a46f9a;melamine impregnated paper production;RER;paper, melamine impregnated
032fae04-96c7-5742-8301-ea83341d26a0_29f1bd80-fd37-4539-b779-372eb00fd5c6;melamine production;RoW;melamine
0dee0622-c515-5a38-85be-46cdab7ed420_29f1bd80-fd37-4539-b779-372eb00fd5c6;melamine production;RER;melamine
382c7ade-f2d1-5e95-8a98-34cc66403609_3b1ed771-fa76-4ee0-9e45-813909cd5538;melamine urea formaldehyde adhesive production;GLO;melamine urea formaldehyde adhesive
e904d597-90d8-5eba-aba2-b464c9d76454_9ad7f2d2-18aa-45e1-9798-8cf8c26ea2ac;melon production;GLO;melon
10936b16-9480-5bf1-9c1c-24a4e13ab7ad_4f1ce3fd-3aaf-5886-a81a-088a18d16ed6;mepiquat chloride production;GLO;mepiquat chloride
23d11774-d81f-57d9-a8e8-5b593212c1a5_bef3be43-1038-4afc-9879-0f1d647c77f4;mercerizing, textile;RoW;mercerizing, textile
f008a9aa-be08-5491-8216-9212de94de4f_bef3be43-1038-4afc-9879-0f1d647c77f4;mercerizing, textile;IN;mercerizing, textile
1dbbc9c0-996a-5afe-8bda-6698d6401b77_ae88c1ea-eafe-4a5c-b49d-181f059058e4;mercury production;GLO;mercury
815afda5-886b-58c8-8356-74e575484300_88d505a1-3996-4b69-941c-ba500a9f0ee5;metal coating facility construction;RoW;metal coating facility
25ae9ebf-8221-57d3-a9f1-d04e6425bacb_88d505a1-3996-4b69-941c-ba500a9f0ee5;metal coating facility construction;RER;metal coating facility
e1bffa41-b3e8-5bd7-9299-61215b0a3431_f5bfce90-cc98-41d4-b49a-e82d57550d38;metal working factory construction;RoW;metal working factory
8231657c-0e89-5339-9b16-0e493e176f80_f5bfce90-cc98-41d4-b49a-e82d57550d38;metal working factory construction;RER;metal working factory
35efa493-09a4-54c3-83dc-b81d79c6b95f_254f15c9-25c1-4f01-a416-5c1359124d97;metal working machine production, unspecified;RoW;metal working machine, unspecified
ebb8df3b-0cad-528b-9593-f31aa45a1746_254f15c9-25c1-4f01-a416-5c1359124d97;metal working machine production, unspecified;RER;metal working machine, unspecified
5bb35130-f9c4-5a09-a845-2b920083a1ae_8c3b8032-b310-4dfe-9a9b-93fbd369142d;metal working, average for aluminium product manufacturing;RoW;metal working, average for aluminium product manufacturing
2af8332f-f515-537f-bcc8-fd33849692ee_8c3b8032-b310-4dfe-9a9b-93fbd369142d;metal working, average for aluminium product manufacturing;RER;metal working, average for aluminium product manufacturing
3823d793-d805-5a05-b5ff-7d4c767da862_a5fc651b-3ee2-405f-b2f0-d035c8132be1;metal working, average for chromium steel product manufacturing;RoW;metal working, average for chromium steel product manufacturing
d0b48cb7-daaf-5207-83d5-c9801d0cd625_a5fc651b-3ee2-405f-b2f0-d035c8132be1;metal working, average for chromium steel product manufacturing;RER;metal working, average for chromium steel product manufacturing
7b80d790-7d9b-5dfa-b640-e06d55b89f15_ec161f58-adae-4afc-ba38-14659925b080;metal working, average for copper product manufacturing;RoW;metal working, average for copper product manufacturing
e31a3ce0-d32d-51f7-9ee5-3b37fcbd2c94_ec161f58-adae-4afc-ba38-14659925b080;metal working, average for copper product manufacturing;RER;metal working, average for copper product manufacturing
4d82a469-2f1e-5f1c-aace-60cc6842c7a6_a95983e3-7f9d-49aa-934a-0ce56b0d2cfc;metal working, average for metal product manufacturing;RoW;metal working, average for metal product manufacturing
091b48ae-4621-50d1-bc3c-422cbc8eb3b4_a95983e3-7f9d-49aa-934a-0ce56b0d2cfc;metal working, average for metal product manufacturing;RER;metal working, average for metal product manufacturing
4ba7aac2-70ec-531b-b18d-b32933e81f91_79632c4b-f876-4c89-bf27-b864b30566be;metal working, average for steel product manufacturing;RoW;metal working, average for steel product manufacturing
e173cef6-09f7-5c7c-b357-7a36a4efb202_79632c4b-f876-4c89-bf27-b864b30566be;metal working, average for steel product manufacturing;RER;metal working, average for steel product manufacturing
8a5a760c-8a27-53eb-9364-22a8a7721ed9_634aa463-5085-4064-9e0c-a3fedcacedb8;metaldehyde production;RoW;metaldehyde
54c39bb4-fb03-5cd2-b6af-8981bae49c6f_634aa463-5085-4064-9e0c-a3fedcacedb8;metaldehyde production;RER;metaldehyde
88d60b2e-63e3-5fea-b887-0928f9610aeb_b7e3b1ef-098a-48f1-b686-8baa82cff1d3;metalliferous hydroxide sludge to market for zinc concentrate;GLO;zinc concentrate
2473b20b-b429-5be5-807a-cdee15ca831a_5ef99ef1-ca53-43b8-bdf3-ecdc75c75cea;metalliferous hydroxide sludge, Recycled Content cut-off;GLO;metalliferous hydroxide sludge
7520c7d7-18d5-5624-81db-cefe4e721905_cbe1833b-7077-4f2e-b2a6-813367d7d5ce;metallization paste production, back side;RoW;metallization paste, back side
969f7482-fccf-50e1-94ab-a385afd0dcc2_cbe1833b-7077-4f2e-b2a6-813367d7d5ce;metallization paste production, back side;RER;metallization paste, back side
ca889eba-b7f9-5496-952b-ab8b9a8c6c9e_23a54f87-5cde-48c8-baf2-08bc90cafacd;metallization paste production, back side, aluminium;RoW;metallization paste, back side, aluminium
677436f3-42cf-57fe-ae6f-460ef5b8bbc3_23a54f87-5cde-48c8-baf2-08bc90cafacd;metallization paste production, back side, aluminium;RER;metallization paste, back side, aluminium
c916abfd-3987-5597-90cf-c6104abaec1a_5deae761-b26c-4c35-98f8-bacc517cebbb;metallization paste production, front side;RoW;metallization paste, front side
6faa94eb-eec5-51f0-bb89-b2bcc968629e_5deae761-b26c-4c35-98f8-bacc517cebbb;metallization paste production, front side;RER;metallization paste, front side
f3af33f6-ff81-5e43-b0d6-6e13dd6e9300_b47b9c9a-6a79-4a66-a5ac-0ff98a618084;metamitron production;RoW;metamitron
b1e49496-8cb5-5696-95c5-4c27e0abd117_b47b9c9a-6a79-4a66-a5ac-0ff98a618084;metamitron production;RER;metamitron
3c18ca51-5b68-5f92-9756-c2eb72f851ca_ab5a7d52-e152-5e35-9f31-e92bdca9161c;metazachlor production;GLO;metazachlor
096616a8-6688-5139-835e-f1cf6cc1d293_bb40c6e9-0cb7-4b82-9b90-114a9cd2b725;methacrylic acid production;RoW;methacrylic acid
6908e25a-8e5e-54d9-9c2f-d7c1fe78c4a8_bb40c6e9-0cb7-4b82-9b90-114a9cd2b725;methacrylic acid production;RER;methacrylic acid
eea21ec7-bb7a-5319-85b4-eef4c1bdda02_72a2249f-d533-5808-8cb1-84992f26a734;methallylchloride production;GLO;methallylchloride
fa5480b0-1170-581d-975b-7a836d296774_e72d8476-375c-4dfc-91b3-1ec2caf9595d;methanol factory construction;GLO;methanol factory
330b02ab-4347-5591-a642-c689808e76e6_cd76f468-9b44-410f-a4e1-908b90e7bd81;methanol production, biomass gasification;CH;methanol, from biomass
7db77619-162c-5321-9e6a-7152625f2af1_cd76f468-9b44-410f-a4e1-908b90e7bd81;methanol production, biomass gasification;RoW;methanol, from biomass
ab4cd52f-9d5e-593e-b5c1-7ebe6dbd98b9_4a0b47d3-c643-4b67-841b-b5689787f7a1;methanol production, coal gasification;CN;methanol
363eb7a9-c443-562f-9844-74e119627e1b_4a0b47d3-c643-4b67-841b-b5689787f7a1;methanol production, coal gasification;RoW;methanol
b67f9b54-b894-500c-8560-973c121f0845_4a0b47d3-c643-4b67-841b-b5689787f7a1;methanol production, natural gas reforming;CN;methanol
b3e8321b-08ee-5f19-969b-a09721826ab5_4a0b47d3-c643-4b67-841b-b5689787f7a1;methanol production, natural gas reforming;RoW;methanol
215178d0-613d-57ef-a641-865ef526ee2e_4a0b47d3-c643-4b67-841b-b5689787f7a1;methanol production, natural gas reforming;RER;methanol
608ae0ef-845e-5a46-9036-76004b46ab67_4a0b47d3-c643-4b67-841b-b5689787f7a1;methanol production, natural gas reforming;US;methanol
9c87af04-6590-5f46-a5a2-172a465d8002_c52e25ea-33ba-4df1-8f49-e5f6a7f7c7a7;methanol to generic market for solvent for chromatography analysis;GLO;solvent for chromatography analysis
1b5639b0-11fc-5a69-b6cd-005d3646f5f2_c6c77fb4-9850-4849-be9e-71fc9656bc03;methyl acetate to generic market for solvent, organic;GLO;solvent, organic
8d2fa6b3-09dc-582d-8429-75bc4bfdf175_815e3069-9ab7-4706-8402-48c22c72c688;methyl acrylate production;GLO;methyl acrylate
02b0ef1c-95f8-5287-8e37-6c6d74575abd_86e1bf02-e86a-479b-9051-710271dbd745;methyl ethyl ketone production;RoW;methyl ethyl ketone
25ad9e9b-bf2c-5b58-a0ab-8c3a5f23c0bd_86e1bf02-e86a-479b-9051-710271dbd745;methyl ethyl ketone production;RER;methyl ethyl ketone
acb0f6d8-b539-5ce1-b18c-2f5d1a05432e_4c02e7e3-bfb1-4a9a-aaca-0d628305cdce;methyl formate production;RoW;methyl formate
0fd6e96e-8eab-53ce-b834-ad20a42cd0e6_4c02e7e3-bfb1-4a9a-aaca-0d628305cdce;methyl formate production;RER;methyl formate
957dc023-428d-5738-b762-880846ac52eb_1c38240e-a51d-4a2a-ac56-93637c1076c4;methyl iodide production;RoW;methyl iodide
6bc8fafc-ac42-55b6-8104-277512e94671_1c38240e-a51d-4a2a-ac56-93637c1076c4;methyl iodide production;RER;methyl iodide
a7245172-f0a6-5875-840c-a951ae8084c8_20683f58-5507-405c-b466-33d6cfd8623c;methyl methacrylate production;RoW;methyl methacrylate
7ffd4d4f-4771-5c91-8837-ff070302f9b5_20683f58-5507-405c-b466-33d6cfd8623c;methyl methacrylate production;RER;methyl methacrylate
a92179e8-7ef7-509a-a503-0222f4b1df94_e5ea965e-b329-45d1-8466-3b84b7be37fc;methyl t-butyl ether production;RoW;methyl t-butyl ether
7242555b-4610-55a2-9326-3ced555a8c59_e5ea965e-b329-45d1-8466-3b84b7be37fc;methyl t-butyl ether production;RER;methyl t-butyl ether
5f65f131-9b24-5b6a-bac1-5f278ee97088_6a26760c-c3e0-471a-b212-aba328dbe3b2;methyl-3-methoxypropionate production;GLO;methyl-3-methoxypropionate
6f50ef82-6b35-5317-9c8c-0c159bc614a8_d5b53970-1acf-4175-9ecc-efa4002d09f2;methylamine production;RoW;methylamine
9d99d5ee-7f61-5be9-9e94-9039e5a3a7e3_d5b53970-1acf-4175-9ecc-efa4002d09f2;methylamine production;RER;methylamine
682b46d6-5ad5-5bfc-ae1e-22e9459d7b02_07a9af51-381d-46b0-8ee1-1a494950a39a;methylchloride production;RoW;methylchloride
b983d3f9-d13a-5680-b79c-7d51671c9b2c_07a9af51-381d-46b0-8ee1-1a494950a39a;methylchloride production;WEU;methylchloride
4678ba3c-2e74-5824-899f-61803ff4af53_6fca1ede-045a-4395-827b-98f2e43ddef9;methylcyclohexane production;RoW;methylcyclohexane
8539b820-e4ab-5553-8df8-ce6583e79b9c_6fca1ede-045a-4395-827b-98f2e43ddef9;methylcyclohexane production;RER;methylcyclohexane
8caff4d1-41dc-5520-b23d-92c1ff3dea24_c6c77fb4-9850-4849-be9e-71fc9656bc03;methylcyclopentane to generic market for solvent, organic;GLO;solvent, organic
