clustered,ecoinvent_prod,manual_match_certainty,hard no
containers for hazardous goods,"container, for collection of post-consumer waste plastic for recycling",medium,
containers for hazardous goods,container ship,no,
containers for hazardous goods,"used reefer, intermodal shipping container, 40-foot, high-cube",no,
containers for hazardous goods,"hazardous waste, for incineration",no,
containers for liquid collection,liquid packaging board container,high,
containers for liquid collection,"container, for collection of post-consumer waste plastic for recycling",no,
containers for liquid collection,"liquid storage tank, chemicals, organics",medium,
containers for liquid collection,liquid manure storage and processing facility,no,
containers for liquid collection,water storage,no,
containers for liquid transport,liquid packaging board container,high,
containers for liquid transport,"transport, freight, sea, container ship",no,
containers for liquid transport,"tanker, for liquid goods other than petroleum and liquefied natural gas",medium,
containers for liquid transport,container ship,no,
containers for liquid transport,liquid packaging board,no,
containers for packaging purposes,liquid packaging board container,medium,
containers for packaging purposes,"container, for collection of post-consumer waste plastic for recycling",medium,
containers for packaging purposes,"packaging, for fertilisers",no,
containers for packaging purposes,"used intermodal shipping container, 40-foot, high-cube",no,
containers for packaging purposes,packaging box factory,no,
containers for perfumes,liquid packaging board container,medium,
containers for perfumes,"container, for collection of post-consumer waste plastic for recycling",no,
containers for perfumes,"packaging, for pesticides",no,
containers for perfumes,"packaging, for fertilisers or pesticides",no,
containers for perfumes,container ship,no,
containers for removals,"container, for collection of post-consumer waste plastic for recycling",medium,
containers for removals,container ship,no,
containers for removals,liquid packaging board container,no,
containers for removals,"used reefer, intermodal shipping container, 40-foot, high-cube",no,
containers for removals,"maintenance, container ship",no,
containers for room cells,liquid packaging board container,no,
containers for room cells,"used reefer, intermodal shipping container, 40-foot, high-cube",no,
containers for room cells,"storage building, chemicals, solid",no,
containers for room cells,"used intermodal shipping container, 40-foot, high-cube",medium,
containers for room cells,"used intermodal shipping container, 45-foot, high-cube",medium,
containers for warehousing,"container, for collection of post-consumer waste plastic for recycling",no,
containers for warehousing,"used reefer, intermodal shipping container, 40-foot, high-cube",no,
containers for warehousing,"maintenance, reefer, intermodal shipping container, 40-foot, high-cube",no,
containers for warehousing,"maintenance, intermodal shipping container, 40-foot, high-cube",no,
containers for warehousing,"maintenance, intermodal shipping container, 45-foot, high-cube",no,
containers for waste paper,waste packaging paper,no,
containers for waste paper,waste paper sorting facility,no,
containers for waste paper,"waste paper, unsorted",no,
containers for waste paper,"container, for collection of post-consumer waste plastic for recycling",no,
containers for waste paper,waste paperboard,no,
containers for wastewater treatment plants,"wastewater treatment facility, capacity 1E9l/year",no,
containers for wastewater treatment plants,"wastewater treatment facility, capacity 1.1E10l/year",no,
containers for wastewater treatment plants,"wastewater treatment facility, capacity 5E9l/year",no,
containers for wastewater treatment plants,"wastewater treatment facility, capacity 1.6E8l/year",no,
containers for wastewater treatment plants,"container, for collection of post-consumer waste plastic for recycling",no,
"containers, general",container ship,no,
"containers, general","maintenance, container ship",no,
"containers, general","containerboard, unspecified",no,
"containers, general","container, for collection of post-consumer waste plastic for recycling",medium,
"containers, general",liquid packaging board container,medium,
"containers, mobile",container ship,no,
"containers, mobile","maintenance, container ship",no,
"containers, mobile","containerboard, unspecified",no,
"containers, mobile","used reefer, intermodal shipping container, 40-foot, high-cube",no,
"containers, mobile","operation, intermodal shipping container",no,
continuous conveyors,conveyor belt,high,
continuous conveyors,"transport, freight, conveyor belt",no,
continuous deep fryers,cookstove,no,
continuous furnaces,blast furnace,medium,
continuous furnaces,"industrial furnace, natural gas",medium,
continuous furnaces,blast furnace gas,no,
continuous furnaces,"furnace, logs, 30kW",no,
continuous furnaces,"industrial furnace, 1MW, oil",medium,
continuous lifts for warehousing,"maintenance, bulk carrier, for dry goods",no,
continuous lifts for warehousing,"maintenance, intermodal shipping container, 45-foot, high-cube",no,
continuous lifts for warehousing,"maintenance, intermodal shipping container, 40-foot, high-cube",no,
continuous lifts for warehousing,"excavation, skid-steer loader",no,
continuous lifts for warehousing,"harvesting/bundling, energy wood harvester",no,
continuous mixer for dry mortar,cement mortar,no,
continuous mixer for dry mortar,concrete mixing factory,no,
continuous mixer for dry mortar,adhesive mortar,no,
continuous mixer for dry mortar,light mortar,no,
continuous mixer for dry mortar,lime mortar,no,
continuous mixers,concrete mixing factory,no,
continuous open kettle fryers,electric kettle,no,
continuous open kettle fryers,cookstove,no,
contract turning shops,road vehicle factory,no,
"control blocks, hydraulic","elevator, hydraulic",no,
"control blocks, hydraulic",hydraulic digger,no,
"control blocks, hydraulic","lime, hydraulic",no,
"control blocks, hydraulic",concrete block,no,
"control blocks, hydraulic",hydraulic fracturing fluid,no,
"control blocks, industrial","electronics, for control units",medium,
"control blocks, industrial",concrete block,no,
"control blocks, industrial",electronics scrap from control units,no,
"control blocks, industrial",used industrial electronic device,medium,
"control blocks, industrial","industrial machine, heavy, unspecified",no,
"control blocks, mobile",concrete block,no,
"control blocks, mobile",used smartphone,no,
"control boxes, electric","electronics, for control units",medium,
"control boxes, electric","controller, for electric scooter",no,
"control boxes, electric","energy and auxilliary inputs, metal working machine",no,
"control boxes, electric","electric motor, vehicle",no,
"control boxes, electric","control cabinet, heat and power co-generation unit, 160kW electrical",no,
control cable,used cable,medium,
control cable,"cable, unspecified",medium,
control cable,"cable, three-conductor cable",high,
control cable,"cable, network cable, category 5, without plugs",medium,
control cable,"cable, printer cable, without plugs",medium,
control lines,"electronics, for control units",medium,
control panels for air treatment plants,used ventilation control and wiring decentralized unit,medium,
control panels for air treatment plants,"ventilation control and wiring, decentralized unit",medium,
control panels for air treatment plants,"application of plant protection product, by field sprayer",no,
control panels for air treatment plants,used ventilation control and wiring central unit,medium,
control panels for air treatment plants,air separation facility,no,
control panels for heating plants,"mini CHP plant, common components for heat+electricity",no,
control panels for heating plants,"heating and sanitary equipment, mini CHP plant",no,
control panels for heating plants,"mini CHP plant, components for heat only",no,
control panels for heating plants,"heat, solar+wood, one-family house, for combined system",no,
control panels for heating plants,"control cabinet, heat and power co-generation unit, 160kW electrical",medium,
control relays,"electronics, for control units",no,
control relays,"controller, for electric scooter",no,
control relays,"ventilation control and wiring, central unit",no,
control switches - electric,"switch, toggle type",medium,
control switches - electric,"controller, for electric scooter",no,
control switches - electric,"electronics, for control units",no,
control system actuators,"electronics, for control units",no,
control system actuators,"controller, for electric scooter",no,
control valve,"air filter, in exhaust air valve",no,
control valve,"exhaust air valve, in-wall housing, plastic/steel, DN 125",no,
control valve,propane,no,
convection oven,microwave oven,medium,
convection oven,cookstove,no,
"convectors, industrial","heat, district or industrial, natural gas",no,
"convectors, industrial","heat, district or industrial, other than natural gas",no,
"convectors, industrial","electricity, medium voltage, aluminium industry",no,
"convectors, industrial","transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO6, carbon dioxide, liquid refrigerant, cooling",no,
"convectors, industrial","transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO4, carbon dioxide, liquid refrigerant, cooling",no,
conventional essential oils,used vegetable cooking oil,no,
conventional essential oils,"vegetable oil, refined",no,
conventional essential oils,"palm kernel oil, crude",no,
conventional essential oils,"palm oil, crude",no,
conventional essential oils,"palm oil, refined",no,
conventional hydrosols,Distiller's Dried Grains with Solubles,no,
conventional hydrosols,"sulfur dioxide, liquid",no,
conventional hydrosols,"ammonia, anhydrous, liquid",no,
conventional hydrosols,"diethyl ether, without water, in 99.95% solution state",no,
conventional hydrosols,"aluminium sulfate, powder",no,
conversion filters,"used air filter decentralized unit, 180-250 m3/h",no,
conversion filters,"used air filter decentralized unit, 250 m3/h",no,
conversion filters,"air filter, decentralized unit, 250 m3/h",no,
conversion filters,"air filter, in exhaust air valve",no,
conversion filters,"air filter, decentralized unit, 180-250 m3/h",no,
convertible roofs,roof tile,no,
convertible roofs,"greenhouse, plastic walls and roof",no,
convertible roofs,"photovoltaic module, building-integrated, for slanted-roof installation",no,
convertible roofs,concrete roof tile,no,
convertible roofs,"photovoltaic slanted-roof installation, 3kWp, multi-Si, laminated, integrated, on roof",no,
convertibles,"glider, passenger car",no,
convertibles,"used glider, passenger car",no,
convertibles,light commercial vehicle,medium,
convertibles,"fleece, polyethylene",no,
convertibles,"transport, passenger car",no,
conveyer belts,conveyor belt,high,
conveyer belts,"transport, freight, conveyor belt",no,
conveyer belts,canal,no,
conveyer belts,"transport, trolleybus",no,
conveying containers,container ship,no,
conveying containers,liquid packaging board container,no,
conveying containers,"operation, intermodal shipping container",no,
conveying containers,"used reefer, intermodal shipping container, 40-foot, high-cube",medium,
conveying containers,"container, for collection of post-consumer waste plastic for recycling",medium,
conveyor belt,conveyor belt,high,
conveyor belt,"transport, freight, conveyor belt",no,
conveyor belt,canal,no,
conveyor belt,"transport, trolleybus",no,
conveyor belt,"transport, freight, lorry 16-32 metric ton, unregulated",no,
conveyor belt connections,conveyor belt,no,
conveyor belt connections,"transport, freight, conveyor belt",no,
conveyor belt connections,canal,no,
conveyor belt cover,conveyor belt,no,
conveyor belt cover,"transport, freight, conveyor belt",no,
conveyor belt drums,conveyor belt,no,
conveyor belt drums,"transport, freight, conveyor belt",no,
conveyor belt scrapers,conveyor belt,no,
conveyor belt scrapers,"transport, freight, conveyor belt",no,
conveyor belt scrapers,"excavation, skid-steer loader",no,
conveyor belt scrapers,"steel removed by milling, dressing",no,
conveyor belt scrapers,"laminating service, foil, with acrylic binder",no,
conveyor belts for meat,conveyor belt,high,
conveyor belts for meat,"transport, freight, conveyor belt",no,
conveyor belts for meat,slaughterhouse waste,no,
conveyor belts in food-grade polyurethane,waste polyurethane seal,no,
conveyor belts in food-grade polyurethane,conveyor belt,medium,
conveyor belts in food-grade polyurethane,waste polyurethane,no,
conveyor belts in food-grade polyurethane,waste polyurethane foam,no,
conveyor belts in food-grade polyurethane,polyurethane adhesive,no,
conveyor belts to order,conveyor belt,medium,
conveyor belts to order,"transport, freight, conveyor belt",no,
conveyor for worksites,conveyor belt,medium,
conveyor for worksites,"transport, freight, conveyor belt",no,
conveyors for slaughterhouses,slaughterhouse waste,no,
conveyors for slaughterhouses,"cattle for slaughtering, live weight",no,
conveyors for slaughterhouses,"swine for slaughtering, live weight",no,
conveyors for slaughterhouses,"sheep for slaughtering, live weight",no,
conveyors for slaughterhouses,conveyor belt,medium,
convoying chains,"transport, trolleybus",no,
cooked cold meat,meat and bone meal,no,
cooked cold meat,"red meat, live weight",medium,
cooked cold meat,"chicken for slaughtering, live weight",medium,
cooked cold meat,cookstove,no,
cooked cold meat,"fish freezing, small fish",no,
cooked pressed hard cheeses,"cheese, from cow milk, fresh, unripened",medium,
cooked salami,salicylic acid,no,
cooked salami,napropamide,no,
cooked salami,polyacrylamide,no,
cooked salami,sodium amide,no,
cooked salami,horn meal,no,
cooker hood,cookstove,no,
cooker hood,"exhaust air roof hood, steel, DN 400",no,
cooker hood,"used exhaust air roof hood steel, DN 400",no,
cookers,cookstove,high,
cookers,dishwasher,no,
cookers,potato,no,
cookers,horn meal,no,
cookers,gas boiler,no,
cookers for communities,cookstove,high,
cookies,cocoons,no,
cooking hobs,hoeing,no,
cooking hobs,cookstove,high,
cooking hobs,"tillage, hoeing and earthing-up, potatoes",no,
cooking hobs,coconut husk,no,
cooking lines,cookstove,no,
"cooking oils, vegetable",used vegetable cooking oil,medium,
"cooking oils, vegetable","vegetable oil, refined",high,
"cooking oils, vegetable","used vegetable cooking oil, purified",medium,
"cooking oils, vegetable",vegetable oil refinery,no,
"cooking oils, vegetable","coconut oil, crude",medium,
cooking robots for the home,building machine,no,
cooking robots for the home,cookstove,no,
cooler bags,cooling energy,no,
cooler bags,"transport, freight, lorry with refrigeration machine, cooling",no,
cooler bags,cocoons,no,
cooler bags,"heat storage, 2000l",no,
cooler bags,"thermal energy storage, for adiabatic compressed air energy storage",no,
cooler dryer,dryer,medium,
cooler dryer,hair dryer,no,
cooler dryer,"dried roughage store, cold-air dried, conventional",no,
cooler dryer,cooling energy,no,
cooler dryer,"drying, natural gas",no,
cooling batteries,cooling energy,no,
cooling batteries,"battery cell, Li-ion, NCA",medium,
cooling batteries,"battery cell, Li-ion, LFP",medium,
cooling batteries,"battery, NaCl",medium,
cooling batteries,"battery, lead acid, rechargeable, stationary",medium,
cooling belt,cooling energy,no,
cooling belt,conveyor belt,no,
cooling belt,"operation, reefer, cooling",no,
cooling belt,"blower and heat exchange unit, Storkair G 90",no,
cooling belt,"blower and heat exchange unit, Avent E 97",no,
cooling cells,cooling energy,no,
cooling cells,"operation, reefer, cooling",no,
cooling cells,spent antifreezer liquid,no,
cooling cells,residue from cooling tower,no,
cooling cells,"heat storage, 2000l",no,
cooling elements for hydraulic units,cooling energy,no,
cooling elements for hydraulic units,"heat pump, brine-water, 10kW",no,
cooling elements for hydraulic units,"lime, hydraulic",no,
cooling elements for hydraulic units,"heat and power co-generation unit, 200kW electrical, diesel SCR, components for heat only",no,
cooling elements for hydraulic units,"absorption chiller, 100kW",no,
cooling lubricants,lubricating oil,medium,
cooling lubricants,cooling energy,no,
cooling lubricants,"operation, reefer, cooling",no,
cooling lubricants,residue from cooling tower,no,
cooling lubricants,thermoforming of plastic sheets,no,
cooling plants,cooling energy,no,
cooling plants,"operation, reefer, cooling",no,
cooling plants,"mini CHP plant, common components for heat+electricity",no,
cooling plants,"heating and sanitary equipment, mini CHP plant",no,
cooling plants,"thermal storage system, solar tower power plant, 20 MW",no,
cooling plate,cooling energy,no,
cooling plate,"operation, reefer, cooling",no,
cooling plate,residue from cooling tower,no,
cooling plate,"absorption chiller, 100kW",no,
cooling plate,"solar collector system, Cu flat plate collector, one-family house, hot water",no,
cooling tables,cooling energy,no,
cooling tables,"operation, reefer, cooling",no,
cooling tables,"transport, freight, aircraft with reefer, cooling",no,
cooling tables,"tempering, flat glass",no,
cooling tables,"heat storage, 2000l",no,
cooling tanks,cooling energy,no,
cooling tanks,"hot water tank, 600l",no,
cooling tanks,hot water tank factory,no,
cooling tanks,"operation, reefer, cooling",no,
cooling tanks,"heat storage, 2000l",no,
cooling towers,cooling energy,no,
cooling towers,residue from cooling tower,no,
cooling towers,"thermal storage system, solar tower power plant, 20 MW",no,
cooling towers,"operation, reefer, cooling",no,
cooling towers,"transport, freight, aircraft with reefer, cooling",no,
cooling trolleys,"transport, trolleybus",no,
cooling trolleys,"transport, freight, lorry with refrigeration machine, cooling",no,
cooling trolleys,"transport, freight, train with reefer, cooling",no,
cooling trolleys,cooling energy,no,
cooling trolleys,"transport, freight, lorry with reefer, cooling",no,
cooling tubes made from aluminium,"impact extrusion of aluminium, cold, tempering",medium,
cooling tubes made from aluminium,"refractory, high aluminium oxide, packed",no,
cooling tubes made from aluminium,"aluminium alloy, metal matrix composite",medium,
cooling tubes made from aluminium,tube insulation factory,no,
cooling tubes made from aluminium,aluminium oxide factory,no,
cooling units for containers,cooling energy,no,
cooling units for containers,"reefer, intermodal shipping container, 40-foot, high-cube, R134a as refrigerant",no,
cooling units for containers,"transport, freight, sea, container ship with reefer, cooling",no,
cooling units for containers,"reefer, intermodal shipping container, 40-foot, high-cube, carbon dioxide, liquid as refrigerant",no,
cooling units for containers,"absorption chiller, 100kW",medium,
cooling units for enclosures,cooling energy,no,
cooling units for enclosures,"ventilation system, decentralized, 6 x 120 m3/h, polyethylene ducts, with earth tube heat exchanger",no,
cooling units for enclosures,"ventilation system, decentralized, 6 x 120 m3/h, steel ducts, with earth tube heat exchanger",no,
cooling units for enclosures,"absorption chiller, 100kW",no,
cooling units for enclosures,"ventilation system, central, 1 x 720 m3/h, polyethylene ducts, with earth tube heat exchanger",no,
copolymer,styrene-acrylonitrile copolymer,medium,
copolymer,acrylonitrile-butadiene-styrene copolymer,medium,
copolymer,ethylene vinyl acetate copolymer,medium,
copolymer,polyol,no,
copolymer,"polyvinylchloride, bulk polymerised",no,
copper,"copper, cathode",medium,
copper,copper oxide,no,
copper,copper-rich materials,no,
copper,copper carbonate,no,
copper,scrap copper,medium,
copper alloy,copper-rich materials,no,
copper alloy,copper oxide,no,
copper alloy,scrap copper,no,
copper alloy,copper carbonate,no,
copper alloy,"copper, cathode",no,
copper alloy turned parts,copper-rich materials,no,
copper alloy turned parts,scrap copper,no,
copper alloy turned parts,"metal part of electronics scrap, in copper, anode",no,
copper alloy turned parts,copper oxide,no,
copper alloy turned parts,"metal working, average for copper product manufacturing",medium,
copper bands,copper-rich materials,no,
copper bands,copper oxide,no,
copper bands,copper carbonate,no,
copper bands,"copper, cathode",no,
copper bands,scrap copper,no,
copper bars,copper-rich materials,no,
copper bars,copper carbonate,no,
copper bars,scrap copper,no,
copper bars,copper slag,no,
copper bars,"copper, cathode",medium,
copper bottle,copper carbonate,no,
copper bottle,copper oxide,no,
copper bottle,copper-rich materials,no,
copper bottle,scrap copper,no,
copper bottle,copper slag,no,
copper brans,copper-rich materials,no,
copper brans,wheat bran,no,
copper brans,copper carbonate,no,
copper brans,"copper, cathode",no,
copper brans,copper sulfate,no,
copper coated tanks,copper-rich materials,no,
copper coated tanks,scrap copper,no,
copper coated tanks,"copper, cathode",no,
copper coated tanks,copper carbonate,no,
copper coated tanks,"selective coat, copper sheet, black majic",no,
copper composite films,copper-rich materials,no,
copper composite films,copper carbonate,no,
copper composite films,copper oxide,no,
copper composite films,scrap copper,no,
copper composite films,"copper, anode",no,
copper fibres,copper-rich materials,no,
copper fibres,scrap copper,no,
copper fibres,copper sulfate,no,
copper fibres,"electrolyte, copper-rich",no,
copper fibres,copper oxide,no,
copper foils,"copper collector foil, for Li-ion battery",high,
copper foils,scrap copper,no,
copper foils,"copper, cathode",no,
copper foils,copper-rich materials,no,
copper foils,copper carbonate,no,
copper gutters,scrap copper,no,
copper gutters,copper-rich materials,no,
copper gutters,copper slag,no,
copper gutters,"copper, cathode",no,
copper gutters,copper cake,no,
copper oxide,copper oxide,high,
copper oxide,copper carbonate,no,
copper oxide,copper-rich materials,no,
copper oxide,copper sulfate,no,
copper oxide,"copper, cathode",no,
copper pastes,scrap copper,no,
copper pastes,copper-rich materials,no,
copper pastes,copper carbonate,no,
copper pastes,copper oxide,no,
copper pastes,copper sulfate,no,
copper pipe,"copper, cathode",no,
copper pipe,scrap copper,no,
copper pipe,copper carbonate,no,
copper pipe,copper slag,no,
copper pipe,copper-rich materials,no,
copper pots,copper-rich materials,no,
copper pots,"copper, anode",no,
copper pots,copper cake,no,
copper pots,"copper, cathode",no,
copper pots,scrap copper,no,
copper powder,copper carbonate,no,
copper powder,copper slag,no,
copper powder,scrap copper,no,
copper powder,copper-rich materials,no,
copper powder,copper oxide,medium,
copper rings,copper-rich materials,no,
copper rings,"copper, cathode",no,
copper rings,copper cake,no,
copper rings,"copper, anode",no,
copper rings,"wire drawing, copper",no,
copper rods,copper-rich materials,no,
copper rods,copper oxide,no,
copper rods,"copper, cathode",no,
copper rods,scrap copper,no,
copper rods,copper carbonate,no,
copper sheets,"sheet rolling, copper",no,
copper sheets,copper-rich materials,no,
copper sheets,"selective coat, copper sheet, black majic",no,
copper sheets,copper carbonate,no,
copper sheets,"selective coat, copper sheet, physical vapour deposition",no,
copper sleeves,copper-rich materials,no,
copper sleeves,scrap copper,no,
copper sleeves,"selective coat, copper sheet, black majic",no,
copper sleeves,copper slag,no,
copper sleeves,copper oxide,no,
copper strips,scrap copper,no,
copper strips,copper-rich materials,no,
copper strips,copper slag,no,
copper strips,copper carbonate,no,
copper strips,"wire drawing, copper",no,
copper twining,"wire drawing, copper",medium,
copper twining,copper-rich materials,no,
copper twining,copper carbonate,no,
copper twining,"copper, cathode",no,
copper twining,copper slag,no,
copper wire,"wire drawing, copper",medium,
copper wire,"copper, cathode",no,
copper wire,"copper, anode",no,
copper wire,copper-rich materials,no,
copper wire,copper oxide,no,
cor flour for zootechnical use,wheat flour,medium,
cor flour for zootechnical use,wheat flour mix,medium,
cor flour for zootechnical use,maize flour,medium,
cord sets,"cable, ribbon cable, 20-pin, with plugs",medium,
cord sets,"cable, network cable, category 5, without plugs",no,
cord sets,"cable, three-conductor cable",no,
cord sets,"cable, unspecified",no,
cord sets,used cable,no,
cordless screwdrivers,"cable, connector for computer, without plugs",no,
cordless screwdrivers,"cable, printer cable, without plugs",no,
cordless vacuum cleaners,vacuum cleaner,high,
cordless vacuum cleaners,waste electric and electronic equipment,no,
cordless vacuum cleaners,"machine, for treatment of waste electric and electronic equipment",no,
cordless vacuum cleaners,"waste, electrical and electronic cables",no,
cordless vacuum cleaners,"mechanical treatment facility, waste electric and electronic equipment",no,
cordless vacuums,vacuum cleaner,high,
cordless vacuums,"wood preservation facility, vacuum pressure method",no,
cords made of k90,used printed wiring boards,no,
cords made of k90,"cable, ribbon cable, 20-pin, with plugs",no,
cords made of k90,"compressed air, 800 kPa gauge",no,
cords made of k90,"compressed air, 700 kPa gauge",no,
cords made of k90,"cable, unspecified",medium,
cords made of n85,"cable, ribbon cable, 20-pin, with plugs",no,
cords made of n85,used printed wiring boards,no,
cords made of n85,"cable, unspecified",medium,
cords made of n85,used cable,no,
cords made of n85,"waste, electrical and electronic cables",no,
cords made of polyamide,"fibre, polyester",no,
cords made of polyamide,polyacrylamide,no,
cords made of polyamide,waste wire plastic,no,
cords made of polyamide,nylon 6,no,
cords made of polyamide,"polyester resin, unsaturated",no,
cords made of polyester,"fibre, polyester",no,
cords made of polyester,"fibre and fabric waste, polyester",no,
cords made of polyester,"textile, nonwoven polyester",no,
cords made of polyester,"polyester resin, unsaturated",no,
cords made of polyester,waste wire plastic,no,
"core pull cylinder, hydraulic",hydraulic digger,no,
"core pull cylinder, hydraulic","elevator, hydraulic",no,
"core pull cylinder, hydraulic","excavation, hydraulic digger",no,
core sand,sand,medium,
core sand,silica sand,high,
core sand,waste foundry sand,no,
core sand,core board,no,
core sand,sand-lime brick,no,
cored wires,core board,no,
cored wires,"wire drawing, steel",medium,
cored wires,"wire drawing, copper",medium,
cored wires,waste wire plastic,no,
cored wires,used printed wiring boards,no,
coriander,coriander,high,
coriander,broccoli,no,
coriander,celery,no,
coriander,"miscanthus, chopped",no,
coriander,sesame seed,no,
cork,"cork, raw",high,
cork,cork slab,medium,
cork,potato,no,
cork,peat,no,
cork,canal,no,
furniture handles,"used purse seiner, wood",no,
furniture handles,"purse seiner maintenance, wood",no,
furniture handles,"purse seiner, wood",no,
furniture kits,"furniture, wooden",medium,
furniture kits,electronic component factory,no,
furniture kits,plywood,no,
furniture kits,"used window frame, wood",no,
furniture kits,"wooden board factory, organic bonded boards",no,
furniture leather,"furniture, wooden",no,
furniture leather,wood wool,no,
furniture leather,"used purse seiner, wood",no,
furniture leather,plywood,no,
furniture leather,"paper, woodcontaining, lightweight coated",no,
furniture leg supports,"furniture, wooden",medium,
furniture legs,"furniture, wooden",medium,
furniture legs,plywood,no,
furniture legs,"wooden board factory, organic bonded boards",no,
furniture legs,"sawnwood, board, hardwood, dried (u=20%), planed",no,
"furniture, hospital","furniture, wooden",no,
"furniture, hospital","mechanical treatment facility, waste electric and electronic equipment",no,
"furniture, hospital","manual treatment facility, waste electric and electronic equipment",no,
furs,wood wool,no,
furs,cocoons,no,
furs,shed,no,
furs,bark,no,
gabion,glycine,no,
gabion,zineb,no,
gabion,gadolinium oxide,no,
gabion wall,gypsum plasterboard,no,
gabion wall,waste gypsum plasterboard,no,
gabion wall,"building, hall",no,
gabion wall,zineb,no,
galician beef,"red meat, live weight",medium,
galician beef,"mineral supplement, for beef cattle",no,
galician beef,avocado,no,
galician beef,"cheese, from cow milk, fresh, unripened",no,
galician beef,meat and bone meal,no,
gallettes,esterquat,no,
gallium,"gallium, semiconductor-grade",high,
gallium,"gallium, in Bayer liquor from aluminium production",high,
gallium,indium,no,
gallium,lutetium oxide,no,
gallium,basalt,no,
galvanic chemicals,"liquid storage tank, chemicals, organics",no,
galvanic chemicals,zinc sulfide,no,
galvanic chemicals,zinc,medium,
galvanic chemicals,zinc oxide,no,
galvanic chemicals,zinc concentrate,no,
galvanised grates,coal slurry,no,
galvanised grates,lignite briquettes,no,
galvanised grates,zinc slag,no,
galvanised grates,copper slag,no,
galvanised grates,hard coal briquettes,no,
galvanised steel,"steel, low-alloyed",medium,
galvanised steel,scrap steel,no,
galvanised steel,reinforcing steel,medium,
galvanised steel,"forging, steel",no,
galvanised steel,"steel, chromium steel 18/8",no,
galvanised steel joins,reinforcing steel,no,
galvanised steel joins,"steel, chromium steel 18/8",no,
galvanised steel stay cables,"aluminium around steel bi-metal stranded cable, 3x3.67mm external diameter wire",no,
galvanised steel stay cables,"cable, three-conductor cable",no,
galvanised steel stay cables,reinforcing steel,no,
galvanised steel stay cables,"aluminium around steel bi-metal wire, 3.67mm external diameter",no,
galvanised steel tube,chromium steel pipe,no,
galvanised steel tube,glass tube factory,no,
galvanised steel tube,tube insulation factory,no,
galvanised threaded pipes,chromium steel pipe,no,
galvanised threaded pipes,"propylene, pipeline system",no,
galvanised threaded pipes,"sulfidic tailings, from zinc-lead mine operation",no,
"galvanised tubes, galvanised tube",tube insulation factory,no,
"galvanised tubes, galvanised tube","contouring, brass",no,
"galvanised tubes, galvanised tube",glass tube factory,no,
"galvanised tubes, galvanised tube","zinc coat, coils",no,
"galvanised tubes, galvanised tube","casting, brass",no,
galvanized fence,"mine infrastructure, gold-silver-zinc-lead-copper",no,
galvanized fence,"zinc coat, coils",no,
galvanized fence,metal coating facility,no,
galvanized sheet metal,metal coating facility,no,
galvanized sheet metal,"tin plated chromium steel sheet, 2 mm",no,
galvanized sheet metal,"aluminium, wrought alloy",no,
galvanized sheet metal,"steel, low-alloyed",no,
galvanized wire,"aluminium around steel bi-metal stranded cable, 3x3.67mm external diameter wire",no,
galvanized wire,"aluminium around steel bi-metal wire, 3.67mm external diameter",no,
galvanized wire,waste wire plastic,no,
galvanizing kettles,electric kettle,no,
galvanizing kettles,"coal stove, 5-15kW",no,
galvanizing kettles,brass,no,
galvanizing kettles,refractory spent pot liner from Al electrolysis,no,
gambling machines,paper machine,no,
"game, deep-frozen",de-icer,no,
"game, deep-frozen","operation, reefer, freezing",no,
"game, deep-frozen","frozen fish sticks, hake",no,
"game, frozen","frozen fish sticks, hake",no,
"game, frozen","operation, reefer, freezing",no,
"game, frozen","fish freezing, small fish",no,
"game, frozen","landed tuna, frozen, EPO",no,
"game, frozen",fish freezing plant,no,
game-bags,paper sack,no,
game-bags,cocoons,no,
game-bags,"purse seiner, wood",no,
gameboy,banana,no,
"games, garden","potato seed, at farm",no,
gaming chassis,"chassis, internet access equipment",no,
gaming chassis,core board,no,
gaming chassis,"fan, for power supply unit, desktop computer",no,
gantry cranes,helicopter,no,
gantry cranes,hydraulic digger,no,
gantry cranes,"excavation, hydraulic digger",no,
garage door,"door, inner, wood",no,
garage door,"used door, inner, wood",no,
garage door,"door, outer, wood-glass",medium,
garage door,"door, inner, glass-wood",no,
garage door,"door, outer, wood-aluminium",medium,
garage sheds,shed,high,
garage sheds,"shed, large, wood, non-insulated, fire-unprotected",high,
garage sheds,"garage, wood, non-insulated, fire-protected",high,
garage sheds,agricultural trailer,no,
garage sheds,residual material landfill,no,
"garages, prefabricated","garage, wood, non-insulated, fire-protected",high,
"garages, prefabricated",building machine,no,
"garages, prefabricated",road vehicle factory,no,
"garages, prefabricated",cement factory,no,
"garages, prefabricated",hydraulic digger,no,
garbage bag,slag landfill,no,
garbage bag,paper sack,medium,
garbage bag,sanitary landfill facility,no,
garbage bag,waste preparation facility,no,
garbage bag,"container, for collection of post-consumer waste plastic for recycling",no,
garbage compactors,slag landfill,no,
garbage compactors,sanitary landfill facility,no,
garbage compactors,inert material landfill,no,
garbage compactors,"waste collection lorry, 21 metric ton",medium,
garbage compactors,"sorting facility, for construction waste",no,
garden beams,planting,no,
garden beams,"greenhouse, glass walls and roof",no,
garden beams,"joist, engineered wood",high,
garden beams,"used window frame, wood",no,
garden biochoppers,"biowaste, garden waste",no,
garden biochoppers,"biowaste, kitchen and garden waste",no,
garden biochoppers,biowaste,no,
