Unnamed: 0,clustered,ecoinvent_prod,manual_match_certainty,manual_certainty,hard no
1666,containerised plants,container ship,no,no,
1667,containerised plants,"packaging, for fertilisers",no,no,
1668,containers for cosmetics,liquid packaging board container,medium,yes,
1669,containers for cosmetics,"packaging, for pesticides",no,no,
1670,containers for cosmetics,"container, for collection of post-consumer waste plastic for recycling",no,no,
1671,containers for cosmetics,"packaging, for fertilisers or pesticides",no,no,
1672,containers for cosmetics,"used reefer, intermodal shipping container, 40-foot, high-cube",no,no,
1673,containers for growing fodder,fodder yeast,no,no,
1674,containers for growing fodder,liquid packaging board container,no,no,
1675,containers for growing fodder,"used reefer, intermodal shipping container, 40-foot, high-cube",no,no,
1676,containers for growing fodder,"packaging, for fertilisers",no,no,
1677,containers for growing fodder,"fodder beet seed, for sowing",no,no,
1678,containers for growing fruits,"fruit tree seedling, for planting",no,no,
1679,containers for growing fruits,"strawberry seedling, for planting",no,no,
1680,containers for growing fruits,"mango seedling, for planting",no,no,
1681,containers for growing fruits,"tomato seedling, for planting",no,no,
1682,containers for growing fruits,"packaging, for fertilisers",no,no,
1683,containers for growing vegetables,"onion seedling, for planting",no,no,
1684,containers for growing vegetables,"vanilla seedling, for planting",no,no,
1685,containers for growing vegetables,"strawberry seedling, for planting",no,no,
1686,containers for growing vegetables,"tomato seedling, for planting",no,no,
1687,containers for growing vegetables,"packaging, for fertilisers",no,no,
1688,containers for hazardous goods,liquid packaging board container,medium,yes,
1689,containers for hazardous goods,"container, for collection of post-consumer waste plastic for recycling",medium,yes,
1690,containers for hazardous goods,container ship,no,no,
1691,containers for hazardous goods,"used reefer, intermodal shipping container, 40-foot, high-cube",no,no,
1692,containers for hazardous goods,"hazardous waste, for incineration",no,no,
1693,containers for liquid collection,liquid packaging board container,high,yes,
1694,containers for liquid collection,"container, for collection of post-consumer waste plastic for recycling",no,no,
1695,containers for liquid collection,"liquid storage tank, chemicals, organics",medium,yes,
1696,containers for liquid collection,liquid manure storage and processing facility,no,no,
1697,containers for liquid collection,water storage,no,no,
1698,containers for liquid transport,liquid packaging board container,high,yes,
1699,containers for liquid transport,"transport, freight, sea, container ship",no,no,
1700,containers for liquid transport,"tanker, for liquid goods other than petroleum and liquefied natural gas",medium,yes,
1701,containers for liquid transport,container ship,no,no,
1702,containers for liquid transport,liquid packaging board,no,no,
1703,containers for packaging purposes,liquid packaging board container,medium,yes,
1704,containers for packaging purposes,"container, for collection of post-consumer waste plastic for recycling",medium,yes,
1705,containers for packaging purposes,"packaging, for fertilisers",no,no,
1706,containers for packaging purposes,"used intermodal shipping container, 40-foot, high-cube",no,no,
1707,containers for packaging purposes,packaging box factory,no,no,
1708,containers for perfumes,liquid packaging board container,medium,yes,
1709,containers for perfumes,"container, for collection of post-consumer waste plastic for recycling",no,no,
1710,containers for perfumes,"packaging, for pesticides",no,no,
1711,containers for perfumes,"packaging, for fertilisers or pesticides",no,no,
1712,containers for perfumes,container ship,no,no,
1713,containers for removals,"container, for collection of post-consumer waste plastic for recycling",medium,yes,
1714,containers for removals,container ship,no,no,
1715,containers for removals,liquid packaging board container,no,no,
1716,containers for removals,"used reefer, intermodal shipping container, 40-foot, high-cube",no,no,
1717,containers for removals,"maintenance, container ship",no,no,
1718,containers for room cells,liquid packaging board container,no,no,
1719,containers for room cells,"used reefer, intermodal shipping container, 40-foot, high-cube",no,no,
1720,containers for room cells,"storage building, chemicals, solid",no,no,
1721,containers for room cells,"used intermodal shipping container, 40-foot, high-cube",medium,yes,
1722,containers for room cells,"used intermodal shipping container, 45-foot, high-cube",medium,yes,
1723,containers for warehousing,"container, for collection of post-consumer waste plastic for recycling",no,no,
1724,containers for warehousing,"used reefer, intermodal shipping container, 40-foot, high-cube",no,no,
1725,containers for warehousing,"maintenance, reefer, intermodal shipping container, 40-foot, high-cube",no,no,
1726,containers for warehousing,"maintenance, intermodal shipping container, 40-foot, high-cube",no,no,
1727,containers for warehousing,"maintenance, intermodal shipping container, 45-foot, high-cube",no,no,
1728,containers for waste paper,waste packaging paper,no,no,
1729,containers for waste paper,waste paper sorting facility,no,no,
1730,containers for waste paper,"waste paper, unsorted",no,no,
1731,containers for waste paper,"container, for collection of post-consumer waste plastic for recycling",no,no,
1732,containers for waste paper,waste paperboard,no,no,
1733,containers for wastewater treatment plants,"wastewater treatment facility, capacity 1E9l/year",no,no,
1734,containers for wastewater treatment plants,"wastewater treatment facility, capacity 1.1E10l/year",no,no,
1735,containers for wastewater treatment plants,"wastewater treatment facility, capacity 5E9l/year",no,no,
1736,containers for wastewater treatment plants,"wastewater treatment facility, capacity 1.6E8l/year",no,no,
1737,containers for wastewater treatment plants,"container, for collection of post-consumer waste plastic for recycling",no,no,
1738,"containers, general",container ship,no,no,
1739,"containers, general","maintenance, container ship",no,no,
1740,"containers, general","containerboard, unspecified",no,no,
1741,"containers, general","container, for collection of post-consumer waste plastic for recycling",medium,yes,
1742,"containers, general",liquid packaging board container,medium,yes,
1743,"containers, mobile",container ship,no,no,
1744,"containers, mobile","maintenance, container ship",no,no,
1745,"containers, mobile","containerboard, unspecified",no,no,
1746,"containers, mobile","used reefer, intermodal shipping container, 40-foot, high-cube",no,no,
1747,"containers, mobile","operation, intermodal shipping container",no,no,
1748,continuous conveyors,conveyor belt,high,yes,
1749,continuous conveyors,"transport, freight, conveyor belt",no,no,
1750,continuous deep fryers,cookstove,no,no,
1751,continuous furnaces,blast furnace,medium,yes,
1752,continuous furnaces,"industrial furnace, natural gas",medium,yes,
1753,continuous furnaces,blast furnace gas,no,no,
1754,continuous furnaces,"furnace, logs, 30kW",no,no,
1755,continuous furnaces,"industrial furnace, 1MW, oil",medium,yes,
1756,continuous lifts for warehousing,"maintenance, bulk carrier, for dry goods",no,no,
1757,continuous lifts for warehousing,"maintenance, intermodal shipping container, 45-foot, high-cube",no,no,
1758,continuous lifts for warehousing,"maintenance, intermodal shipping container, 40-foot, high-cube",no,no,
1759,continuous lifts for warehousing,"excavation, skid-steer loader",no,no,
1760,continuous lifts for warehousing,"harvesting/bundling, energy wood harvester",no,no,
1761,continuous mixer for dry mortar,cement mortar,no,no,
1762,continuous mixer for dry mortar,concrete mixing factory,no,no,
1763,continuous mixer for dry mortar,adhesive mortar,no,no,
1764,continuous mixer for dry mortar,light mortar,no,no,
1765,continuous mixer for dry mortar,lime mortar,no,no,
1766,continuous mixers,concrete mixing factory,no,no,
1767,continuous open kettle fryers,electric kettle,no,no,
1768,continuous open kettle fryers,cookstove,no,no,
1769,contract turning shops,road vehicle factory,no,no,
1770,"control blocks, hydraulic","elevator, hydraulic",no,no,
1771,"control blocks, hydraulic",hydraulic digger,no,no,
1772,"control blocks, hydraulic","lime, hydraulic",no,no,
1773,"control blocks, hydraulic",concrete block,no,no,
1774,"control blocks, hydraulic",hydraulic fracturing fluid,no,no,
1775,"control blocks, industrial","electronics, for control units",medium,yes,
1776,"control blocks, industrial",concrete block,no,no,
1777,"control blocks, industrial",electronics scrap from control units,no,no,
1778,"control blocks, industrial",used industrial electronic device,medium,yes,
1779,"control blocks, industrial","industrial machine, heavy, unspecified",no,no,
1780,"control blocks, mobile",concrete block,no,no,
1781,"control blocks, mobile",used smartphone,no,no,
1782,"control boxes, electric","electronics, for control units",medium,yes,
1783,"control boxes, electric","controller, for electric scooter",no,no,
1784,"control boxes, electric","energy and auxilliary inputs, metal working machine",no,no,
1785,"control boxes, electric","electric motor, vehicle",no,no,
1786,"control boxes, electric","control cabinet, heat and power co-generation unit, 160kW electrical",no,no,
1787,control cable,used cable,medium,yes,
1788,control cable,"cable, unspecified",medium,yes,
1789,control cable,"cable, three-conductor cable",high,yes,
1790,control cable,"cable, network cable, category 5, without plugs",medium,yes,
1791,control cable,"cable, printer cable, without plugs",medium,yes,
1792,control lines,"electronics, for control units",medium,yes,
1793,control panels for air treatment plants,used ventilation control and wiring decentralized unit,medium,yes,
1794,control panels for air treatment plants,"ventilation control and wiring, decentralized unit",medium,yes,
1795,control panels for air treatment plants,"application of plant protection product, by field sprayer",no,no,
1796,control panels for air treatment plants,used ventilation control and wiring central unit,medium,yes,
1797,control panels for air treatment plants,air separation facility,no,no,
1798,control panels for heating plants,"mini CHP plant, common components for heat+electricity",no,no,
1799,control panels for heating plants,"heating and sanitary equipment, mini CHP plant",no,no,
1800,control panels for heating plants,"mini CHP plant, components for heat only",no,no,
1801,control panels for heating plants,"heat, solar+wood, one-family house, for combined system",no,no,
1802,control panels for heating plants,"control cabinet, heat and power co-generation unit, 160kW electrical",medium,yes,
1803,control relays,"electronics, for control units",no,no,
1804,control relays,"controller, for electric scooter",no,no,
1805,control relays,"ventilation control and wiring, central unit",no,no,
1806,control switches - electric,"switch, toggle type",medium,yes,
1807,control switches - electric,"controller, for electric scooter",no,no,
1808,control switches - electric,"electronics, for control units",no,no,
1809,control system actuators,"electronics, for control units",no,no,
1810,control system actuators,"controller, for electric scooter",no,no,
1811,control valve,"air filter, in exhaust air valve",no,no,
1812,control valve,"exhaust air valve, in-wall housing, plastic/steel, DN 125",no,no,
1813,control valve,propane,no,no,
1814,convection oven,microwave oven,medium,yes,
1815,convection oven,cookstove,no,no,
1816,"convectors, industrial","heat, district or industrial, natural gas",no,no,
1817,"convectors, industrial","heat, district or industrial, other than natural gas",no,no,
1818,"convectors, industrial","electricity, medium voltage, aluminium industry",no,no,
1819,"convectors, industrial","transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO6, carbon dioxide, liquid refrigerant, cooling",no,no,
1820,"convectors, industrial","transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO4, carbon dioxide, liquid refrigerant, cooling",no,no,
1821,conventional essential oils,used vegetable cooking oil,no,no,
1822,conventional essential oils,"vegetable oil, refined",no,no,
1823,conventional essential oils,"palm kernel oil, crude",no,no,
1824,conventional essential oils,"palm oil, crude",no,no,
1825,conventional essential oils,"palm oil, refined",no,no,
1826,conventional hydrosols,Distiller's Dried Grains with Solubles,no,no,
1827,conventional hydrosols,"sulfur dioxide, liquid",no,no,
1828,conventional hydrosols,"ammonia, anhydrous, liquid",no,no,
1829,conventional hydrosols,"diethyl ether, without water, in 99.95% solution state",no,no,
1830,conventional hydrosols,"aluminium sulfate, powder",no,no,
1831,conversion filters,"used air filter decentralized unit, 180-250 m3/h",no,no,
1832,conversion filters,"used air filter decentralized unit, 250 m3/h",no,no,
1833,conversion filters,"air filter, decentralized unit, 250 m3/h",no,no,
1834,conversion filters,"air filter, in exhaust air valve",no,no,
1835,conversion filters,"air filter, decentralized unit, 180-250 m3/h",no,no,
1836,convertible roofs,roof tile,no,no,
1837,convertible roofs,"greenhouse, plastic walls and roof",no,no,
1838,convertible roofs,"photovoltaic module, building-integrated, for slanted-roof installation",no,no,
1839,convertible roofs,concrete roof tile,no,no,
1840,convertible roofs,"photovoltaic slanted-roof installation, 3kWp, multi-Si, laminated, integrated, on roof",no,no,
1841,convertibles,"glider, passenger car",no,no,
1842,convertibles,"used glider, passenger car",no,no,
1843,convertibles,light commercial vehicle,medium,yes,
1844,convertibles,"fleece, polyethylene",no,no,
1845,convertibles,"transport, passenger car",no,no,
1846,conveyer belts,conveyor belt,high,yes,
1847,conveyer belts,"transport, freight, conveyor belt",no,no,
1848,conveyer belts,canal,no,no,
1849,conveyer belts,"transport, trolleybus",no,no,
1850,conveying containers,container ship,no,no,
1851,conveying containers,liquid packaging board container,no,no,
1852,conveying containers,"operation, intermodal shipping container",no,no,
1853,conveying containers,"used reefer, intermodal shipping container, 40-foot, high-cube",medium,yes,
1854,conveying containers,"container, for collection of post-consumer waste plastic for recycling",medium,yes,
1855,conveyor belt,conveyor belt,high,yes,
1856,conveyor belt,"transport, freight, conveyor belt",no,no,
1857,conveyor belt,canal,no,no,
1858,conveyor belt,"transport, trolleybus",no,no,
1859,conveyor belt,"transport, freight, lorry 16-32 metric ton, unregulated",no,no,
1860,conveyor belt connections,conveyor belt,no,no,
1861,conveyor belt connections,"transport, freight, conveyor belt",no,no,
1862,conveyor belt connections,canal,no,no,
1863,conveyor belt cover,conveyor belt,no,no,
1864,conveyor belt cover,"transport, freight, conveyor belt",no,no,
1865,conveyor belt drums,conveyor belt,no,no,
1866,conveyor belt drums,"transport, freight, conveyor belt",no,no,
1867,conveyor belt scrapers,conveyor belt,no,no,
1868,conveyor belt scrapers,"transport, freight, conveyor belt",no,no,
1869,conveyor belt scrapers,"excavation, skid-steer loader",no,no,
1870,conveyor belt scrapers,"steel removed by milling, dressing",no,no,
1871,conveyor belt scrapers,"laminating service, foil, with acrylic binder",no,no,
1872,conveyor belts for meat,conveyor belt,high,yes,
1873,conveyor belts for meat,"transport, freight, conveyor belt",no,no,
1874,conveyor belts for meat,slaughterhouse waste,no,no,
1875,conveyor belts in food-grade polyurethane,waste polyurethane seal,no,no,
1876,conveyor belts in food-grade polyurethane,conveyor belt,medium,yes,
1877,conveyor belts in food-grade polyurethane,waste polyurethane,no,no,
1878,conveyor belts in food-grade polyurethane,waste polyurethane foam,no,no,
1879,conveyor belts in food-grade polyurethane,polyurethane adhesive,no,no,
1880,conveyor belts to order,conveyor belt,medium,yes,
1881,conveyor belts to order,"transport, freight, conveyor belt",no,no,
1882,conveyor for worksites,conveyor belt,medium,yes,
1883,conveyor for worksites,"transport, freight, conveyor belt",no,no,
1884,conveyors for slaughterhouses,slaughterhouse waste,no,no,
1885,conveyors for slaughterhouses,"cattle for slaughtering, live weight",no,no,
1886,conveyors for slaughterhouses,"swine for slaughtering, live weight",no,no,
1887,conveyors for slaughterhouses,"sheep for slaughtering, live weight",no,no,
1888,conveyors for slaughterhouses,conveyor belt,medium,yes,
1889,convoying chains,"transport, trolleybus",no,no,
1890,cooked cold meat,meat and bone meal,no,no,
1891,cooked cold meat,"red meat, live weight",medium,yes,
1892,cooked cold meat,"chicken for slaughtering, live weight",medium,yes,
1893,cooked cold meat,cookstove,no,no,
1894,cooked cold meat,"fish freezing, small fish",no,no,
1895,cooked pressed hard cheeses,"cheese, from cow milk, fresh, unripened",medium,yes,
1896,cooked salami,salicylic acid,no,no,
1897,cooked salami,napropamide,no,no,
1898,cooked salami,polyacrylamide,no,no,
1899,cooked salami,sodium amide,no,no,
1900,cooked salami,horn meal,no,no,
1901,cooker hood,cookstove,no,no,
1902,cooker hood,"exhaust air roof hood, steel, DN 400",no,no,
1903,cooker hood,"used exhaust air roof hood steel, DN 400",no,no,
1904,cookers,cookstove,high,yes,
1905,cookers,dishwasher,no,no,
1906,cookers,potato,no,no,
1907,cookers,horn meal,no,no,
1908,cookers,gas boiler,no,no,
1909,cookers for communities,cookstove,high,yes,
1910,cookies,cocoons,no,no,
1911,cooking hobs,hoeing,no,no,
1912,cooking hobs,cookstove,high,yes,
1913,cooking hobs,"tillage, hoeing and earthing-up, potatoes",no,no,
1914,cooking hobs,coconut husk,no,no,
1915,cooking lines,cookstove,no,no,
1916,"cooking oils, vegetable",used vegetable cooking oil,medium,yes,
1917,"cooking oils, vegetable","vegetable oil, refined",high,yes,
1918,"cooking oils, vegetable","used vegetable cooking oil, purified",medium,yes,
1919,"cooking oils, vegetable",vegetable oil refinery,no,no,
1920,"cooking oils, vegetable","coconut oil, crude",medium,yes,
1921,cooking robots for the home,building machine,no,no,
1922,cooking robots for the home,cookstove,no,no,
1923,cooler bags,cooling energy,no,no,
1924,cooler bags,"transport, freight, lorry with refrigeration machine, cooling",no,no,
1925,cooler bags,cocoons,no,no,
1926,cooler bags,"heat storage, 2000l",no,no,
1927,cooler bags,"thermal energy storage, for adiabatic compressed air energy storage",no,no,
1928,cooler dryer,dryer,medium,yes,
1929,cooler dryer,hair dryer,no,no,
1930,cooler dryer,"dried roughage store, cold-air dried, conventional",no,no,
1931,cooler dryer,cooling energy,no,no,
1932,cooler dryer,"drying, natural gas",no,no,
1933,cooling batteries,cooling energy,no,no,
1934,cooling batteries,"battery cell, Li-ion, NCA",medium,yes,
1935,cooling batteries,"battery cell, Li-ion, LFP",medium,yes,
1936,cooling batteries,"battery, NaCl",medium,yes,
1937,cooling batteries,"battery, lead acid, rechargeable, stationary",medium,yes,
1938,cooling belt,cooling energy,no,no,
1939,cooling belt,conveyor belt,no,no,
1940,cooling belt,"operation, reefer, cooling",no,no,
1941,cooling belt,"blower and heat exchange unit, Storkair G 90",no,no,
1942,cooling belt,"blower and heat exchange unit, Avent E 97",no,no,
1943,cooling cells,cooling energy,no,no,
1944,cooling cells,"operation, reefer, cooling",no,no,
1945,cooling cells,spent antifreezer liquid,no,no,
1946,cooling cells,residue from cooling tower,no,no,
1947,cooling cells,"heat storage, 2000l",no,no,
1948,cooling elements for hydraulic units,cooling energy,no,no,
1949,cooling elements for hydraulic units,"heat pump, brine-water, 10kW",no,no,
1950,cooling elements for hydraulic units,"lime, hydraulic",no,no,
1951,cooling elements for hydraulic units,"heat and power co-generation unit, 200kW electrical, diesel SCR, components for heat only",no,no,
1952,cooling elements for hydraulic units,"absorption chiller, 100kW",no,no,
1953,cooling lubricants,lubricating oil,medium,yes,
1954,cooling lubricants,cooling energy,no,no,
1955,cooling lubricants,"operation, reefer, cooling",no,no,
1956,cooling lubricants,residue from cooling tower,no,no,
1957,cooling lubricants,thermoforming of plastic sheets,no,no,
1958,cooling plants,cooling energy,no,no,
1959,cooling plants,"operation, reefer, cooling",no,no,
1960,cooling plants,"mini CHP plant, common components for heat+electricity",no,no,
1961,cooling plants,"heating and sanitary equipment, mini CHP plant",no,no,
1962,cooling plants,"thermal storage system, solar tower power plant, 20 MW",no,no,
1963,cooling plate,cooling energy,no,no,
1964,cooling plate,"operation, reefer, cooling",no,no,
1965,cooling plate,residue from cooling tower,no,no,
1966,cooling plate,"absorption chiller, 100kW",no,no,
1967,cooling plate,"solar collector system, Cu flat plate collector, one-family house, hot water",no,no,
1968,cooling tables,cooling energy,no,no,
1969,cooling tables,"operation, reefer, cooling",no,no,
1970,cooling tables,"transport, freight, aircraft with reefer, cooling",no,no,
1971,cooling tables,"tempering, flat glass",no,no,
1972,cooling tables,"heat storage, 2000l",no,no,
1973,cooling tanks,cooling energy,no,no,
1974,cooling tanks,"hot water tank, 600l",no,no,
1975,cooling tanks,hot water tank factory,no,no,
1976,cooling tanks,"operation, reefer, cooling",no,no,
1977,cooling tanks,"heat storage, 2000l",no,no,
1978,cooling towers,cooling energy,no,no,
1979,cooling towers,residue from cooling tower,no,no,
1980,cooling towers,"thermal storage system, solar tower power plant, 20 MW",no,no,
1981,cooling towers,"operation, reefer, cooling",no,no,
1982,cooling towers,"transport, freight, aircraft with reefer, cooling",no,no,
1983,cooling trolleys,"transport, trolleybus",no,no,
1984,cooling trolleys,"transport, freight, lorry with refrigeration machine, cooling",no,no,
1985,cooling trolleys,"transport, freight, train with reefer, cooling",no,no,
1986,cooling trolleys,cooling energy,no,no,
1987,cooling trolleys,"transport, freight, lorry with reefer, cooling",no,no,
1988,cooling tubes made from aluminium,"impact extrusion of aluminium, cold, tempering",medium,yes,
1989,cooling tubes made from aluminium,"refractory, high aluminium oxide, packed",no,no,
1990,cooling tubes made from aluminium,"aluminium alloy, metal matrix composite",medium,yes,
1991,cooling tubes made from aluminium,tube insulation factory,no,no,
1992,cooling tubes made from aluminium,aluminium oxide factory,no,no,
1993,cooling units for containers,cooling energy,no,no,
1994,cooling units for containers,"reefer, intermodal shipping container, 40-foot, high-cube, R134a as refrigerant",no,no,
1995,cooling units for containers,"transport, freight, sea, container ship with reefer, cooling",no,no,
1996,cooling units for containers,"reefer, intermodal shipping container, 40-foot, high-cube, carbon dioxide, liquid as refrigerant",no,no,
1997,cooling units for containers,"absorption chiller, 100kW",medium,yes,
1998,cooling units for enclosures,cooling energy,no,no,
1999,cooling units for enclosures,"ventilation system, decentralized, 6 x 120 m3/h, polyethylene ducts, with earth tube heat exchanger",no,no,
2000,cooling units for enclosures,"ventilation system, decentralized, 6 x 120 m3/h, steel ducts, with earth tube heat exchanger",no,no,
2001,cooling units for enclosures,"absorption chiller, 100kW",no,no,
2002,cooling units for enclosures,"ventilation system, central, 1 x 720 m3/h, polyethylene ducts, with earth tube heat exchanger",no,no,
2003,copolymer,styrene-acrylonitrile copolymer,medium,yes,
2004,copolymer,acrylonitrile-butadiene-styrene copolymer,medium,yes,
2005,copolymer,ethylene vinyl acetate copolymer,medium,yes,
2006,copolymer,polyol,no,no,
2007,copolymer,"polyvinylchloride, bulk polymerised",no,no,
2008,copper,"copper, cathode",medium,yes,
2009,copper,copper oxide,no,no,
2010,copper,copper-rich materials,no,no,
2011,copper,copper carbonate,no,no,
2012,copper,scrap copper,medium,yes,
2013,copper alloy,copper-rich materials,no,no,
2014,copper alloy,copper oxide,no,no,
2015,copper alloy,scrap copper,no,no,
2016,copper alloy,copper carbonate,no,no,
2017,copper alloy,"copper, cathode",no,no,
2018,copper alloy turned parts,copper-rich materials,no,no,
2019,copper alloy turned parts,scrap copper,no,no,
2020,copper alloy turned parts,"metal part of electronics scrap, in copper, anode",no,no,
2021,copper alloy turned parts,copper oxide,no,no,
2022,copper alloy turned parts,"metal working, average for copper product manufacturing",medium,yes,
2023,copper bands,copper-rich materials,no,no,
2024,copper bands,copper oxide,no,no,
2025,copper bands,copper carbonate,no,no,
2026,copper bands,"copper, cathode",no,no,
2027,copper bands,scrap copper,no,no,
2028,copper bars,copper-rich materials,no,no,
2029,copper bars,copper carbonate,no,no,
2030,copper bars,scrap copper,no,no,
2031,copper bars,copper slag,no,no,
2032,copper bars,"copper, cathode",medium,yes,
2033,copper bottle,copper carbonate,no,no,
2034,copper bottle,copper oxide,no,no,
2035,copper bottle,copper-rich materials,no,no,
2036,copper bottle,scrap copper,no,no,
2037,copper bottle,copper slag,no,no,
2038,copper brans,copper-rich materials,no,no,
2039,copper brans,wheat bran,no,no,
2040,copper brans,copper carbonate,no,no,
2041,copper brans,"copper, cathode",no,no,
2042,copper brans,copper sulfate,no,no,
2043,copper coated tanks,copper-rich materials,no,no,
2044,copper coated tanks,scrap copper,no,no,
2045,copper coated tanks,"copper, cathode",no,no,
2046,copper coated tanks,copper carbonate,no,no,
2047,copper coated tanks,"selective coat, copper sheet, black majic",no,no,
2048,copper composite films,copper-rich materials,no,no,
2049,copper composite films,copper carbonate,no,no,
2050,copper composite films,copper oxide,no,no,
2051,copper composite films,scrap copper,no,no,
2052,copper composite films,"copper, anode",no,no,
2053,copper fibres,copper-rich materials,no,no,
2054,copper fibres,scrap copper,no,no,
2055,copper fibres,copper sulfate,no,no,
2056,copper fibres,"electrolyte, copper-rich",no,no,
2057,copper fibres,copper oxide,no,no,
2058,copper foils,"copper collector foil, for Li-ion battery",high,yes,
2059,copper foils,scrap copper,no,no,
2060,copper foils,"copper, cathode",no,no,
2061,copper foils,copper-rich materials,no,no,
2062,copper foils,copper carbonate,no,no,
2063,copper gutters,scrap copper,no,no,
2064,copper gutters,copper-rich materials,no,no,
2065,copper gutters,copper slag,no,no,
2066,copper gutters,"copper, cathode",no,no,
2067,copper gutters,copper cake,no,no,
2068,copper oxide,copper oxide,high,yes,
2069,copper oxide,copper carbonate,no,no,
2070,copper oxide,copper-rich materials,no,no,
2071,copper oxide,copper sulfate,no,no,
2072,copper oxide,"copper, cathode",no,no,
2073,copper pastes,scrap copper,no,no,
2074,copper pastes,copper-rich materials,no,no,
2075,copper pastes,copper carbonate,no,no,
2076,copper pastes,copper oxide,no,no,
2077,copper pastes,copper sulfate,no,no,
2078,copper pipe,"copper, cathode",no,no,
2079,copper pipe,scrap copper,no,no,
2080,copper pipe,copper carbonate,no,no,
2081,copper pipe,copper slag,no,no,
2082,copper pipe,copper-rich materials,no,no,
2083,copper pots,copper-rich materials,no,no,
2084,copper pots,"copper, anode",no,no,
2085,copper pots,copper cake,no,no,
2086,copper pots,"copper, cathode",no,no,
2087,copper pots,scrap copper,no,no,
2088,copper powder,copper carbonate,no,no,
2089,copper powder,copper slag,no,no,
2090,copper powder,scrap copper,no,no,
2091,copper powder,copper-rich materials,no,no,
2092,copper powder,copper oxide,medium,yes,
2093,copper rings,copper-rich materials,no,no,
2094,copper rings,"copper, cathode",no,no,
2095,copper rings,copper cake,no,no,
2096,copper rings,"copper, anode",no,no,
2097,copper rings,"wire drawing, copper",no,no,
2098,copper rods,copper-rich materials,no,no,
2099,copper rods,copper oxide,no,no,
2100,copper rods,"copper, cathode",no,no,
2101,copper rods,scrap copper,no,no,
2102,copper rods,copper carbonate,no,no,
2103,copper sheets,"sheet rolling, copper",no,no,
2104,copper sheets,copper-rich materials,no,no,
2105,copper sheets,"selective coat, copper sheet, black majic",no,no,
2106,copper sheets,copper carbonate,no,no,
2107,copper sheets,"selective coat, copper sheet, physical vapour deposition",no,no,
2108,copper sleeves,copper-rich materials,no,no,
2109,copper sleeves,scrap copper,no,no,
2110,copper sleeves,"selective coat, copper sheet, black majic",no,no,
2111,copper sleeves,copper slag,no,no,
2112,copper sleeves,copper oxide,no,no,
2113,copper strips,scrap copper,no,no,
2114,copper strips,copper-rich materials,no,no,
2115,copper strips,copper slag,no,no,
2116,copper strips,copper carbonate,no,no,
2117,copper strips,"wire drawing, copper",no,no,
2118,copper twining,"wire drawing, copper",medium,yes,
2119,copper twining,copper-rich materials,no,no,
2120,copper twining,copper carbonate,no,no,
2121,copper twining,"copper, cathode",no,no,
2122,copper twining,copper slag,no,no,
2123,copper wire,"wire drawing, copper",medium,yes,
2124,copper wire,"copper, cathode",no,no,
2125,copper wire,"copper, anode",no,no,
2126,copper wire,copper-rich materials,no,no,
2127,copper wire,copper oxide,no,no,
2128,cor flour for zootechnical use,wheat flour,medium,yes,
2129,cor flour for zootechnical use,wheat flour mix,medium,yes,
2130,cor flour for zootechnical use,maize flour,medium,yes,
2131,cord sets,"cable, ribbon cable, 20-pin, with plugs",medium,yes,
2132,cord sets,"cable, network cable, category 5, without plugs",no,no,
2133,cord sets,"cable, three-conductor cable",no,no,
2134,cord sets,"cable, unspecified",no,no,
2135,cord sets,used cable,no,no,
2136,cordless screwdrivers,"cable, connector for computer, without plugs",no,no,
2137,cordless screwdrivers,"cable, printer cable, without plugs",no,no,
2138,cordless vacuum cleaners,vacuum cleaner,high,yes,
2139,cordless vacuum cleaners,waste electric and electronic equipment,no,no,
2140,cordless vacuum cleaners,"machine, for treatment of waste electric and electronic equipment",no,no,
2141,cordless vacuum cleaners,"waste, electrical and electronic cables",no,no,
2142,cordless vacuum cleaners,"mechanical treatment facility, waste electric and electronic equipment",no,no,
2143,cordless vacuums,vacuum cleaner,high,yes,
2144,cordless vacuums,"wood preservation facility, vacuum pressure method",no,no,
2145,cords made of k90,used printed wiring boards,no,no,
2146,cords made of k90,"cable, ribbon cable, 20-pin, with plugs",no,no,
2147,cords made of k90,"compressed air, 800 kPa gauge",no,no,
2148,cords made of k90,"compressed air, 700 kPa gauge",no,no,
2149,cords made of k90,"cable, unspecified",medium,yes,
2150,cords made of n85,"cable, ribbon cable, 20-pin, with plugs",no,no,
2151,cords made of n85,used printed wiring boards,no,no,
2152,cords made of n85,"cable, unspecified",medium,yes,
2153,cords made of n85,used cable,no,no,
2154,cords made of n85,"waste, electrical and electronic cables",no,no,
2155,cords made of polyamide,"fibre, polyester",no,no,
2156,cords made of polyamide,polyacrylamide,no,no,
2157,cords made of polyamide,waste wire plastic,no,no,
2158,cords made of polyamide,nylon 6,no,no,
2159,cords made of polyamide,"polyester resin, unsaturated",no,no,
2160,cords made of polyester,"fibre, polyester",no,no,
2161,cords made of polyester,"fibre and fabric waste, polyester",no,no,
2162,cords made of polyester,"textile, nonwoven polyester",no,no,
2163,cords made of polyester,"polyester resin, unsaturated",no,no,
2164,cords made of polyester,waste wire plastic,no,no,
2165,"core pull cylinder, hydraulic",hydraulic digger,no,no,
2166,"core pull cylinder, hydraulic","elevator, hydraulic",no,no,
