group_var,ep_id,ep_country,ep_main_act,ep_clustered,activity_uuid_product_uuid,multi_match,completion
cafés furniture-.-austria-.-distributor,8b881d4acbe0e699856d4ee8315559a5686b0022,austria,distributor,cafés furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
cafés furniture-.-austria-.-wholesaler,8b881d4acbe0e699856d4ee8315559a5686b0022,austria,wholesaler,cafés furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
cafés furniture-.-spain-.-wholesaler,8b881d4acbe0e699856d4ee8315559a5686b0022,spain,wholesaler,cafés furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
cafés furniture-.-france-.-distributor,8b881d4acbe0e699856d4ee8315559a5686b0022,france,distributor,cafés furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
restaurant furniture-.-germany-.-manufacturer/ producer,9416d99f159e1c5bba45ee65fb7cb20780ce4542,germany,manufacturer/ producer,restaurant furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
restaurant furniture-.-austria-.-manufacturer/ producer,9416d99f159e1c5bba45ee65fb7cb20780ce4542,austria,manufacturer/ producer,restaurant furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
restaurant furniture-.-spain-.-manufacturer/ producer,9416d99f159e1c5bba45ee65fb7cb20780ce4542,spain,manufacturer/ producer,restaurant furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
restaurant furniture-.-netherlands-.-manufacturer/ producer,9416d99f159e1c5bba45ee65fb7cb20780ce4542,netherlands,manufacturer/ producer,restaurant furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
restaurant furniture-.-france-.-manufacturer/ producer,9416d99f159e1c5bba45ee65fb7cb20780ce4542,france,manufacturer/ producer,restaurant furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
restaurant furniture-.-germany-.-distributor,9416d99f159e1c5bba45ee65fb7cb20780ce4542,germany,distributor,restaurant furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
restaurant furniture-.-germany-.-wholesaler,9416d99f159e1c5bba45ee65fb7cb20780ce4542,germany,wholesaler,restaurant furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
restaurant furniture-.-austria-.-distributor,9416d99f159e1c5bba45ee65fb7cb20780ce4542,austria,distributor,restaurant furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
restaurant furniture-.-austria-.-wholesaler,9416d99f159e1c5bba45ee65fb7cb20780ce4542,austria,wholesaler,restaurant furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
restaurant furniture-.-spain-.-wholesaler,9416d99f159e1c5bba45ee65fb7cb20780ce4542,spain,wholesaler,restaurant furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
restaurant furniture-.-france-.-distributor,9416d99f159e1c5bba45ee65fb7cb20780ce4542,france,distributor,restaurant furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
restaurant furniture-.-france-.-wholesaler,9416d99f159e1c5bba45ee65fb7cb20780ce4542,france,wholesaler,restaurant furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
metal furniture-.-germany-.-manufacturer/ producer,04c96eeedef0c96b160cff4793847a2b444bd281,germany,manufacturer/ producer,metal furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
metal furniture-.-spain-.-manufacturer/ producer,04c96eeedef0c96b160cff4793847a2b444bd281,spain,manufacturer/ producer,metal furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
metal furniture-.-netherlands-.-manufacturer/ producer,04c96eeedef0c96b160cff4793847a2b444bd281,netherlands,manufacturer/ producer,metal furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
metal furniture-.-france-.-manufacturer/ producer,04c96eeedef0c96b160cff4793847a2b444bd281,france,manufacturer/ producer,metal furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
metal furniture-.-germany-.-distributor,04c96eeedef0c96b160cff4793847a2b444bd281,germany,distributor,metal furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
metal furniture-.-germany-.-wholesaler,04c96eeedef0c96b160cff4793847a2b444bd281,germany,wholesaler,metal furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
metal furniture-.-netherlands-.-wholesaler,04c96eeedef0c96b160cff4793847a2b444bd281,netherlands,wholesaler,metal furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
furniture kits-.-germany-.-manufacturer/ producer,22fdb130a6a629655b10ff6177fda0255d0ffca3,germany,manufacturer/ producer,furniture kits,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
wooden interior furnishings-.-germany-.-manufacturer/ producer,3ca0401432d8b3bfe6cbb3c7e156304ca06e6101,germany,manufacturer/ producer,wooden interior furnishings,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,high
wooden interior furnishings-.-france-.-distributor,3ca0401432d8b3bfe6cbb3c7e156304ca06e6101,france,distributor,wooden interior furnishings,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,high
"furniture, designer-.-germany-.-manufacturer/ producer",dfe9d6883d83cf4056e296f3a775d05c20be51a7,germany,manufacturer/ producer,"furniture, designer",7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
"furniture, designer-.-france-.-manufacturer/ producer",dfe9d6883d83cf4056e296f3a775d05c20be51a7,france,manufacturer/ producer,"furniture, designer",7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
"furniture, designer-.-germany-.-wholesaler",dfe9d6883d83cf4056e296f3a775d05c20be51a7,germany,wholesaler,"furniture, designer",4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
"furniture, designer-.-spain-.-distributor",dfe9d6883d83cf4056e296f3a775d05c20be51a7,spain,distributor,"furniture, designer",4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
"furniture, designer-.-netherlands-.-wholesaler",dfe9d6883d83cf4056e296f3a775d05c20be51a7,netherlands,wholesaler,"furniture, designer",4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
"furniture, designer-.-netherlands-.-retailer",dfe9d6883d83cf4056e296f3a775d05c20be51a7,netherlands,retailer,"furniture, designer",4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
"furniture, designer-.-france-.-wholesaler",dfe9d6883d83cf4056e296f3a775d05c20be51a7,france,wholesaler,"furniture, designer",4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
bed base with wooden slats-.-germany-.-manufacturer/ producer,be52dc8a36a2c31138f89cd1f2ae6f1246d322ea,germany,manufacturer/ producer,bed base with wooden slats,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
bed base with wooden slats-.-spain-.-manufacturer/ producer,be52dc8a36a2c31138f89cd1f2ae6f1246d322ea,spain,manufacturer/ producer,bed base with wooden slats,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
mattresses-.-germany-.-manufacturer/ producer,282143854fc05045efe4a75e9d44309cfdf3daee,germany,manufacturer/ producer,mattresses,e95780af-a8c7-51e0-8076-a678a576f431_0600b4a8-f284-47d9-87d8-3a18c3f3da1b,False,high
mattresses-.-austria-.-manufacturer/ producer,282143854fc05045efe4a75e9d44309cfdf3daee,austria,manufacturer/ producer,mattresses,e95780af-a8c7-51e0-8076-a678a576f431_0600b4a8-f284-47d9-87d8-3a18c3f3da1b,False,high
mattresses-.-spain-.-manufacturer/ producer,282143854fc05045efe4a75e9d44309cfdf3daee,spain,manufacturer/ producer,mattresses,e95780af-a8c7-51e0-8076-a678a576f431_0600b4a8-f284-47d9-87d8-3a18c3f3da1b,False,high
mattresses-.-germany-.-distributor,282143854fc05045efe4a75e9d44309cfdf3daee,germany,distributor,mattresses,0c2cd1a6-61b1-5c40-8322-d1bb74c6550e_0600b4a8-f284-47d9-87d8-3a18c3f3da1b,False,high
mattresses-.-germany-.-wholesaler,282143854fc05045efe4a75e9d44309cfdf3daee,germany,wholesaler,mattresses,0c2cd1a6-61b1-5c40-8322-d1bb74c6550e_0600b4a8-f284-47d9-87d8-3a18c3f3da1b,False,high
mattresses-.-austria-.-distributor,282143854fc05045efe4a75e9d44309cfdf3daee,austria,distributor,mattresses,0c2cd1a6-61b1-5c40-8322-d1bb74c6550e_0600b4a8-f284-47d9-87d8-3a18c3f3da1b,False,high
mattresses-.-austria-.-wholesaler,282143854fc05045efe4a75e9d44309cfdf3daee,austria,wholesaler,mattresses,0c2cd1a6-61b1-5c40-8322-d1bb74c6550e_0600b4a8-f284-47d9-87d8-3a18c3f3da1b,False,high
mattresses-.-spain-.-retailer,282143854fc05045efe4a75e9d44309cfdf3daee,spain,retailer,mattresses,0c2cd1a6-61b1-5c40-8322-d1bb74c6550e_0600b4a8-f284-47d9-87d8-3a18c3f3da1b,False,high
kindergarten furniture-.-germany-.-manufacturer/ producer,0f8658637ea247c0fb2b1fa19f0040bded4494c9,germany,manufacturer/ producer,kindergarten furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
kindergarten furniture-.-austria-.-manufacturer/ producer,0f8658637ea247c0fb2b1fa19f0040bded4494c9,austria,manufacturer/ producer,kindergarten furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
kindergarten furniture-.-france-.-manufacturer/ producer,0f8658637ea247c0fb2b1fa19f0040bded4494c9,france,manufacturer/ producer,kindergarten furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
kindergarten furniture-.-germany-.-distributor,0f8658637ea247c0fb2b1fa19f0040bded4494c9,germany,distributor,kindergarten furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
kindergarten furniture-.-germany-.-wholesaler,0f8658637ea247c0fb2b1fa19f0040bded4494c9,germany,wholesaler,kindergarten furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
kindergarten furniture-.-austria-.-distributor,0f8658637ea247c0fb2b1fa19f0040bded4494c9,austria,distributor,kindergarten furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
kindergarten furniture-.-austria-.-wholesaler,0f8658637ea247c0fb2b1fa19f0040bded4494c9,austria,wholesaler,kindergarten furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
kindergarten furniture-.-netherlands-.-wholesaler,0f8658637ea247c0fb2b1fa19f0040bded4494c9,netherlands,wholesaler,kindergarten furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
wooden chairs-.-germany-.-manufacturer/ producer,517c33af2b97b86adddff94b2b0483d18972fae1,germany,manufacturer/ producer,wooden chairs,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
beer garden furniture-.-germany-.-manufacturer/ producer,2740fd716e38031ce407dc98760577a7b95afef0,germany,manufacturer/ producer,beer garden furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
public building furnishings-.-germany-.-manufacturer/ producer,5214630e4761f80db4ea4772c85d30e1ffa91d5b,germany,manufacturer/ producer,public building furnishings,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
conference hall furniture-.-germany-.-manufacturer/ producer,3fed8112483da3ea0ec59ecb55154f94995b83c4,germany,manufacturer/ producer,conference hall furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
office seats-.-germany-.-manufacturer/ producer,e5c78bb04d69ea8b87b4e72b3dd3d3a3903177a0,germany,manufacturer/ producer,office seats,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
office seats-.-germany-.-wholesaler,e5c78bb04d69ea8b87b4e72b3dd3d3a3903177a0,germany,wholesaler,office seats,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
office seats-.-austria-.-wholesaler,e5c78bb04d69ea8b87b4e72b3dd3d3a3903177a0,austria,wholesaler,office seats,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
wooden table-.-germany-.-manufacturer/ producer,9d48971648b273e2dae55e33ff2bd9eef88372bf,germany,manufacturer/ producer,wooden table,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
wooden table-.-austria-.-manufacturer/ producer,9d48971648b273e2dae55e33ff2bd9eef88372bf,austria,manufacturer/ producer,wooden table,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
wooden table-.-spain-.-manufacturer/ producer,9d48971648b273e2dae55e33ff2bd9eef88372bf,spain,manufacturer/ producer,wooden table,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
wooden table-.-netherlands-.-manufacturer/ producer,9d48971648b273e2dae55e33ff2bd9eef88372bf,netherlands,manufacturer/ producer,wooden table,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
wooden table-.-france-.-manufacturer/ producer,9d48971648b273e2dae55e33ff2bd9eef88372bf,france,manufacturer/ producer,wooden table,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
wooden table-.-spain-.-wholesaler,9d48971648b273e2dae55e33ff2bd9eef88372bf,spain,wholesaler,wooden table,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
banquet tables-.-germany-.-manufacturer/ producer,98fd4936c13804fe1fbc480cc3418975aab7a452,germany,manufacturer/ producer,banquet tables,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,high
office furnishings-.-germany-.-manufacturer/ producer,d0558256eb0183f41ceb2c78916bb8fae9a43258,germany,manufacturer/ producer,office furnishings,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
office furnishings-.-spain-.-manufacturer/ producer,d0558256eb0183f41ceb2c78916bb8fae9a43258,spain,manufacturer/ producer,office furnishings,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
office furnishings-.-germany-.-wholesaler,d0558256eb0183f41ceb2c78916bb8fae9a43258,germany,wholesaler,office furnishings,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
office furnishings-.-spain-.-distributor,d0558256eb0183f41ceb2c78916bb8fae9a43258,spain,distributor,office furnishings,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
frames - armchair-.-germany-.-manufacturer/ producer,204babffc92f9631c19f3925e225553d1398822d,germany,manufacturer/ producer,frames - armchair,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
frames - armchair-.-spain-.-manufacturer/ producer,204babffc92f9631c19f3925e225553d1398822d,spain,manufacturer/ producer,frames - armchair,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
frames - armchair-.-germany-.-wholesaler,204babffc92f9631c19f3925e225553d1398822d,germany,wholesaler,frames - armchair,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
folding chairs-.-germany-.-manufacturer/ producer,a61b2fab0b7e80cbb2eb48deb3e18deffea2de95,germany,manufacturer/ producer,folding chairs,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
sofa beds-.-germany-.-manufacturer/ producer,563d2cdda9e634e05b1dcf9a24f29ac638a79303,germany,manufacturer/ producer,sofa beds,985f04a4-7808-5939-95dd-c2bcf6e2e0ab_0600b4a8-f284-47d9-87d8-3a18c3f3da1b,False,medium
furniture components-.-germany-.-manufacturer/ producer,206a29b8ad8a00059b4c6e8925bc2d8e9a7b8999,germany,manufacturer/ producer,furniture components,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
display window-.-germany-.-manufacturer/ producer,1af1f72afe8034036989e1c5d3f63f33eeedb53d,germany,manufacturer/ producer,display window,2f690b27-c4ee-5010-b6fa-d4ea9d4105cb_0ca3ff6f-4931-4a88-96ce-ba5102b3024f,False,medium
display window-.-spain-.-manufacturer/ producer,1af1f72afe8034036989e1c5d3f63f33eeedb53d,spain,manufacturer/ producer,display window,2f690b27-c4ee-5010-b6fa-d4ea9d4105cb_0ca3ff6f-4931-4a88-96ce-ba5102b3024f,False,medium
display window-.-france-.-manufacturer/ producer,1af1f72afe8034036989e1c5d3f63f33eeedb53d,france,manufacturer/ producer,display window,2f690b27-c4ee-5010-b6fa-d4ea9d4105cb_0ca3ff6f-4931-4a88-96ce-ba5102b3024f,False,medium
display window-.-germany-.-distributor,1af1f72afe8034036989e1c5d3f63f33eeedb53d,germany,distributor,display window,eb542b17-6298-5000-818f-f4e848e7fe0a_0ca3ff6f-4931-4a88-96ce-ba5102b3024f,False,medium
display window-.-germany-.-wholesaler,1af1f72afe8034036989e1c5d3f63f33eeedb53d,germany,wholesaler,display window,eb542b17-6298-5000-818f-f4e848e7fe0a_0ca3ff6f-4931-4a88-96ce-ba5102b3024f,False,medium
display window-.-netherlands-.-wholesaler,1af1f72afe8034036989e1c5d3f63f33eeedb53d,netherlands,wholesaler,display window,eb542b17-6298-5000-818f-f4e848e7fe0a_0ca3ff6f-4931-4a88-96ce-ba5102b3024f,False,medium
ship furnishings-.-germany-.-manufacturer/ producer,d6b0634d7727acf5b64bfca48e4d9d4bcaaad694,germany,manufacturer/ producer,ship furnishings,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
ship furnishings-.-austria-.-manufacturer/ producer,d6b0634d7727acf5b64bfca48e4d9d4bcaaad694,austria,manufacturer/ producer,ship furnishings,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
ship furnishings-.-spain-.-manufacturer/ producer,d6b0634d7727acf5b64bfca48e4d9d4bcaaad694,spain,manufacturer/ producer,ship furnishings,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
ship furnishings-.-netherlands-.-manufacturer/ producer,d6b0634d7727acf5b64bfca48e4d9d4bcaaad694,netherlands,manufacturer/ producer,ship furnishings,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
ship furnishings-.-germany-.-wholesaler,d6b0634d7727acf5b64bfca48e4d9d4bcaaad694,germany,wholesaler,ship furnishings,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
ship furnishings-.-spain-.-distributor,d6b0634d7727acf5b64bfca48e4d9d4bcaaad694,spain,distributor,ship furnishings,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
ship furnishings-.-spain-.-agent/ representative,d6b0634d7727acf5b64bfca48e4d9d4bcaaad694,spain,agent/ representative,ship furnishings,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
ship furnishings-.-spain-.-retailer,d6b0634d7727acf5b64bfca48e4d9d4bcaaad694,spain,retailer,ship furnishings,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
pleasure craft furnishings-.-germany-.-manufacturer/ producer,04a0b080fb9b28971e351f4ace165559c725ce65,germany,manufacturer/ producer,pleasure craft furnishings,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
pleasure craft furnishings-.-spain-.-manufacturer/ producer,04a0b080fb9b28971e351f4ace165559c725ce65,spain,manufacturer/ producer,pleasure craft furnishings,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
pleasure craft furnishings-.-germany-.-distributor,04a0b080fb9b28971e351f4ace165559c725ce65,germany,distributor,pleasure craft furnishings,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
pleasure craft furnishings-.-germany-.-wholesaler,04a0b080fb9b28971e351f4ace165559c725ce65,germany,wholesaler,pleasure craft furnishings,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
pleasure craft furnishings-.-germany-.-retailer,04a0b080fb9b28971e351f4ace165559c725ce65,germany,retailer,pleasure craft furnishings,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
pleasure craft furnishings-.-austria-.-wholesaler,04a0b080fb9b28971e351f4ace165559c725ce65,austria,wholesaler,pleasure craft furnishings,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
pleasure craft furnishings-.-france-.-wholesaler,04a0b080fb9b28971e351f4ace165559c725ce65,france,wholesaler,pleasure craft furnishings,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
street furniture-.-germany-.-manufacturer/ producer,ecc89099c46d61dc4a18790b01a5b80efd4339da,germany,manufacturer/ producer,street furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
street furniture-.-netherlands-.-manufacturer/ producer,ecc89099c46d61dc4a18790b01a5b80efd4339da,netherlands,manufacturer/ producer,street furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
street furniture-.-france-.-manufacturer/ producer,ecc89099c46d61dc4a18790b01a5b80efd4339da,france,manufacturer/ producer,street furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
street furniture-.-germany-.-wholesaler,ecc89099c46d61dc4a18790b01a5b80efd4339da,germany,wholesaler,street furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
street furniture-.-netherlands-.-distributor,ecc89099c46d61dc4a18790b01a5b80efd4339da,netherlands,distributor,street furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
furniture for business-.-germany-.-manufacturer/ producer,c40b3088410f293b56149488e937f73654d112c1,germany,manufacturer/ producer,furniture for business,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
furniture for business-.-germany-.-wholesaler,c40b3088410f293b56149488e937f73654d112c1,germany,wholesaler,furniture for business,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
shop furniture-.-germany-.-manufacturer/ producer,30b9c2b99572d473ea4e71d094f6524e0d89a6f6,germany,manufacturer/ producer,shop furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
kitchen furniture-.-germany-.-manufacturer/ producer,c1b8590e433ac1fc28d79dbb6f2d79e8abb6faad,germany,manufacturer/ producer,kitchen furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
kitchen furniture-.-austria-.-manufacturer/ producer,c1b8590e433ac1fc28d79dbb6f2d79e8abb6faad,austria,manufacturer/ producer,kitchen furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
kitchen furniture-.-spain-.-manufacturer/ producer,c1b8590e433ac1fc28d79dbb6f2d79e8abb6faad,spain,manufacturer/ producer,kitchen furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
kitchen furniture-.-france-.-manufacturer/ producer,c1b8590e433ac1fc28d79dbb6f2d79e8abb6faad,france,manufacturer/ producer,kitchen furniture,7da5658b-9aab-5a89-95a0-3c8dc1abf784_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
kitchen furniture-.-germany-.-distributor,c1b8590e433ac1fc28d79dbb6f2d79e8abb6faad,germany,distributor,kitchen furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
kitchen furniture-.-germany-.-wholesaler,c1b8590e433ac1fc28d79dbb6f2d79e8abb6faad,germany,wholesaler,kitchen furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
kitchen furniture-.-austria-.-distributor,c1b8590e433ac1fc28d79dbb6f2d79e8abb6faad,austria,distributor,kitchen furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
kitchen furniture-.-austria-.-wholesaler,c1b8590e433ac1fc28d79dbb6f2d79e8abb6faad,austria,wholesaler,kitchen furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
kitchen furniture-.-spain-.-wholesaler,c1b8590e433ac1fc28d79dbb6f2d79e8abb6faad,spain,wholesaler,kitchen furniture,4130e7b3-c7b5-5ed4-931b-e94241821140_436edb09-864e-42b1-9a06-a017cb24099a,False,medium
